name,DS100,"UIC (IBNR)",Latitude,Longitude
"Hohenwarth Campingplatz",NHWNC,8070160,49.204834,12.924448
Hohenwestedt,AHWT,8002959,54.086589,9.654161
Hohenwulsch,LHWU,8010172,52.667319,11.595136
"Hohndorf Mitte",DRDFH,8017422,50.743048,12.675725
Holdorf(Meckl),WHOL,8011908,53.7348,11.065701
Holdorf(Oldb),HHDF,8002962,52.574971,8.138367
"Hollandsche Rading",ONHLR,8400327,52.17777633667,5.6072220802307
"Holländische Straße, Kassel",FKHST,711180
"Holländischer Platz/Universität, Kassel",FKHPL,711363
Holm-Seppensen,AHES,8002967,53.284812,9.870008
Holstentherme,AKTKH,8007203,53.839935,9.946077
Holten,ONHO,8400328,52.283889770508,5.60246
Holtensen/Linderte,HHOL,8002969,52.271953,9.653221
Holthusen,WHO,8010173,53.555831,11.364809
Holzdorf(Elster),LHZ,8011909,51.780291,13.114137
"Holzdorf(b Weimar)",UHF,8011910,50.942186,11.27592
"Holzgerlingen Bf",THZG,8085010,48.637525,9.006945
"Holzgerlingen Buch",THZGB,8085011,48.626696,9.024768
"Holzgerlingen Nord",THZGN,8085009,48.647857,9.009634
Holzhau,DHU,8011912,50.734108,13.591671
"Holzhau Skilift",DHUS,8017218,50.733908,13.57339
"Holzhausen(Kr Siegen)",EHOZ,8002976,50.739322,8.135495
Holzhausen-Heddinghausen,HHZH,8002978,52.289097,8.545854
"Holzheim(b Neuss)",KHOZ,8002979,51.165653,6.664626
Holzkirchen,MHO,8002980,47.884384,11.697234
Holzminden,HHZM,8000391,51.820268,9.453743
Holzwickede,EHZW,8000392,51.504767,7.619647
Hombourg-Haut,XFHM,8700525
Homburg(Saar)Hbf,SHO,8000176,49.328082,7.337035
Honrath,KHOR,8002988,50.910589,7.252882
Hoofddorp,XNHD,8400332,52.293334960938,5.5980553627014
Hoogeveen,XNHG,8400330,52.733890533447,5.590277671814
Hoogezand-Sappemeer,XNHS,8400331,53.159818131676,5.5833465
Hoogkarspel,XNHGK,8400334,52.69055557251,5.5783333778381
Hoorn,XNHOR,8400337,52.644721984863,5.5752778053284
"Hoorn Kersenboogerd",XNHOK,8400336,52.653610229492,5.5738887786865
"Hopfgarten im Brixental",XAHG,8100059
"Hopfgarten im Brixental Berglift",XAHGB,8100939
Hopfgarten(Sachs),LHGT,8011914,51.105574,12.662693
Hopfgarten(Weimar),UHP,8011915,50.984262,11.220591
Hoppecke,EHOP,8002992,51.378059,8.640059
Hoppegarten(Mark),BHPG,8080750,52.518122,13.672956
Hoppingen,MHOP,8002994,48.803817,10.653198
Hoppstädten(Nahe),SHPS,8002995,49.615527,7.195011
Horb,THB,8000177,48.441471,8.688982
Horb-Heiligenfeld,THBH,8002998,48.467796,8.660151
Horgen,XSHG,8503204,47.2614824887468,8.59690458831108
Horka,BHR,8010174,51.303985,14.902088
Horn(Bodensee),XSHB,8506307,47.4931768240412,9.46337580998521
"Horn(Bodensee), SF",XSHBS,8506111,47.496639074807,9.46295013675514
"Horn-Bad Meinberg",EHBM,8003000,51.881518,8.955092
Hornberg(Schwarzw),RHBG,8003001,48.211895,8.23294
Horneburg,AHOG,8003002,53.508677,9.57655
"Horni Blatna",XTHB,5400231
"Horni Dvoriste",XTHD,5400060
"Horni Kamenice",XTHK,5401113
"Horni Podluzi",XTHP,5401122
"Horni Poustevna",XTHPT,5401124
Hornstorf,WHOR,8010176,53.906688,11.534673
Horovice,XTHV,5400061
Horrem,KHR,8000178,50.916249,6.713497
Horst(Holst),AHOT,8003003,53.804596,9.645156
Horst-Sevenum,ONHSM,8400339,51.426387786865,5.5694446563721
Hosena,BHC,8010171,51.454706,14.016105
Houten,ONHT,8400340,52.03402,5.5505557060242
"Houten Castellum",PNSHC,8400010,52.01701,5.548611164093
"Houthem-St. Gerlach",ONHSG,8400341,50.873332977295,5.5483094
Hoyerswerda,BHW,8010177,51.432788,14.231407
Hoyerswerda-Neustadt,BHWN,8011922,51.4290131,14.26823906
Hoykenkamp,HHOY,8003008,53.069799,8.598683
"Hradek nad Nisou",XTHR,5400205
"Hranice na Morave",XTHM,5400063
Hrebeny,XTHY,5401220
Hubacker,RHAR,8003010,48.507398,8.135691
Hubertushöhe,BHUB,8011923,52.23387,13.965151
Huchem-Stammeln,KHUS,8007817,50.852519,6.45337
Huckstorf,WHU,8011924,53.98448,12.116026
Hude,HHUD,8000522,53.109429,8.460956
Hufschlag,MHUF,8003023,47.875599,12.664941
Huglfing,MHUG,8003024,47.776736,11.140552
Hugstetten,RHU,8003025,48.048247,7.783929
Hulb,THUB,8003022,48.679267,8.982644
Hummelberg,RHUM,8070020,49.00981,8.526807
Hundsgrün,DHUN,8011928,50.366256,12.211452
Hundstadt,FHUN,8007848,50.370908,8.469063
Hungen,FHUG,8000400,50.478055,8.89279
Huntlosen,HHUL,8003030,52.990817,8.26652
Hurdegaryp,ONHG,8400292,53.2187783,5.5322222709656
Husby,AY,8003032,54.764372,9.575505
Husum,AHM,8000181,54.472271,9.055026
Huttenheim,RHTT,8003033,49.197162,8.472636
Huy(B),XBHU,8800185
Huzenbach,RHUB,8003034,48.582625,8.391276
"Hviding st",XDHVD,8601144
"Hyllerslev st",XDHYL,8601157
Häggenschwil-Winden,XSHW,8506395,47.5038584594884,9.35870895961232
Hähnichen,BHAH,8011795,51.364119,14.856726
Hähnlein-Alsbach,FHAE,8002498,49.73935,8.606664
Hämelerwald,HHAE,8002499,52.354704,10.110601
Hämerten,LHMT,8011796,52.599024,11.97177
"Händelstraße, Karlsruhe",RKEH,721381
Häuserhof,FHHF,8002501,50.418594,8.939159
"Höchst Hetschbach",FHET,8002813,49.807596,8.983195
"Höchst Mümling-Grumbach",FMGR,8004125,49.771669,8.985638
Höchst(Odenw),FHT,8000172,49.794499,8.988549
Höchstädt(Donau),MHDT,8002888,48.618309,10.566218
"Höfen(Enz) Bf",THOE,8002891,48.79856,8.58104
"Höfen(Enz) Nord",THON,8070279,48.807709,8.581724
Höfingen,THFG,8002892,48.814986,9.025315
Höhenkirchen-Siegertsbrunn,MHSB,8002894,48.018465,11.719226
Höhmühlbach,SHMB,8002895,49.243893,7.526028
Höllenthal,NHTL,8002898,50.3638,11.683818
Höllriegelskreuth,MHRK,8002899,48.043452,11.509752
Höpfling,MHPF,8002908,47.811226,12.651162
Hörden,RHOR,8002910,48.781523,8.34519
Hörlkofen,MHLK,8002912,48.242591,11.942341
Hörpolding,MHPD,8002914,47.964138,12.568261
"Hörschel Hp",UHL,8013547,51.007795,10.233271
Hörsching,XAHOG,8100974,48.2457848203888,14.1865101731904
Hörselgau,UHOS,8087061,50.923383,10.577866
Hörstel,HHTL,8002915,52.295686,7.591557
Hörstmar(Lippe),EHOM,8002916,52.012502,8.844978
Hösbach,NHOE,8002918,49.999713,9.229008
Hösel,EHOS,8002919,51.341521,6.893231
Höste,EHST,8070884
Hövelhof,EHOV,8002920,51.823991,8.661685
Hövelriege,EHVR,8002921,51.865123,8.642067
"Höxter Rathaus",HHXR,8002923,51.772604,9.381918
Hückelhoven-Baal,KBA,8000677,51.033457,6.274149
Hüffenhardt,RHFH,8007439,49.291132,9.086804
"Hüfingen Mitte",RHFM,8003014,47.929913,8.490511
Hünfeld,FHUE,8003016,50.673271,9.762453
Hüntwangen-Wil,XSHU,8503403,47.5812668467021,8.51282074899121
Hürth-Kalscheuren,KKAS,8003160,50.875671,6.910223
Hüttau,XAHUT,8100993
Hütten,THTT,8070219,48.370998,9.642462
Hüttenbusch,AHTB,8007119,53.273296,8.962154
Hüttengrund,UHUE,8011925,50.381153,11.197711
Hüttingen,SHT,8003021,49.967418,6.585008
IJlst,ONLJ,8400722,53.0146614,5.6160801
Ibach,RIB,8003035,48.455116,8.162739
Ibbenbüren,HI,8003036,52.276867,7.721486
Ibbenbüren-Esch,HESH,8001867,52.299746,7.655968
Ibbenbüren-Laggenbeck,HLGG,8003491,52.26486,7.780962
Ichenhausen,MIHN,8003038,48.370187,10.302138
Icking,MIC,8003039,47.953249,11.436647
Idar-Oberstein,SIDO,8003040,49.699368,7.32123
Idstein(Taunus),FIST,8003041,50.21599,8.257264
Iffeldorf,MSTA,8005672,47.782064,11.329019
Igel,SIG,8003042,49.70737,6.550679
Igensdorf,NIDF,8003044,49.620122,11.23453
Igersheim,TIH,8003045,49.493425,9.812535
Ihringen,RIR,8003052,48.04041,7.648777
"Ilawa Glowna",XPIL,5100075
Ilberstedt,LIB,8011929,51.806862,11.650922
Ilfeld,LIF,8017014,51.578415,10.789534
"Ilfeld Bad",LIFB,8080998,51.5952,10.785333
"Ilfeld Neanderklinik",LIFN,8070776,51.583414,10.78853
"Ilfeld Schreiberwiese",LIFS,8080990,51.573549,10.787137
Illertissen,MILT,8003057,48.222828,10.099942
Illesheim,NILL,8003058,49.479731,10.382648
Illingen(Saar),SILG,8003059,49.376422,7.048966
Illingen(Württ),TIL,8003060,48.956588,8.921162
Ilmenau,UI,8010178,50.684481,10.923086
"Ilmenau Bad",UIB,8011931,50.681348,10.908966
"Ilmenau Pörlitzer Höhe",UIP,8011935,50.694699,10.922753
Ilmenau-Roda,UIR,8011932,50.697228,10.889111
Ilsenburg,LIG,8011933,51.869004,10.683103
Immelborn,UIM,8011934,50.793235,10.280415
Immendingen,RIM,8000182,47.936007,8.729536
"Immendingen Mitte",RIMM,8003061,47.937109,8.735162
"Immendingen Zimmern",RIMZ,8003066,47.932876,8.714051
Immenhausen,FIM,8003062,51.426902,9.464397
Immenreuth,NIM,8003063,49.911344,11.86966
Immensee,XSIM,8505003,47.0916137780866,8.46266014649329
Immensen-Arpke,HIMS,8003064,52.391356,10.084479
Immenstadt,MIMS,8003065,47.559203,10.213999
Imst-Pitztal,XAIP,8100062,47.2190401577172,10.7619430949049
Imsterberg,XAIB,8101000,47.2112580421863,10.7061522037279
Imsweiler,SIM,8003070,49.597656,7.807976
Ingelbach,KING,8003073,50.688903,7.726214
Ingelheim,FIL,8003075,49.976277,8.053716
Ingelmunster,XBIM,8800346
"Ingolstadt Hbf",MIH,8000183,48.744541,11.437337
"Ingolstadt Nord",MIN,8003076,48.773087,11.432933
Ingwiller,XFIW,8700309
Inheiden,FIN,8003077
Inningen,MINI,8003079,48.311336,10.868876
"Innsbruck Hbf",XAI,8100108,47.2634127853823,11.4010885424296
"Innsbruck Hötting",XAIH,8100110,47.2615611390909,11.373714005966
"Innsbruck Westbahnhof",XAIW,8100109,47.2556089816207,11.3917477933704
Inowroclaw,XPIW,5100015
"Inselstadt Malchow",WIM,8012296,53.48201,12.423808
Insheim,RIN,8003080,49.157624,8.152132
"Interlaken Ost",XSIO,8507492,46.6905054600522,7.86900513743685
"Interlaken West",XSI,8507493,46.6826271765726,7.8514404307212
Inzing/Inn,XAIZ,8101007
Iphofen,NI,8003081,49.696603,10.255622
Ipsheim,NIP,8003083,49.5255,10.485764
Irfersgrün,DIR,8011937,50.608547,12.409602
Irrenlohe,NIR,8003086,49.362776,12.101376
Irun,XEIR,7100009
Is-sur-Tille,XFIS,8700469
"Iselle di Trasquera",XIIT,8302814
"Iselle transito",XIXIT,8300366
Iserlohn,EIL,8000186,51.373294,7.691608
Iserlohnerheide,EILH,8003090,51.399861,7.69221
Isernhagen,HIHG,8003091,52.486091,9.803842
Ismaning,MIS,8003092,48.226012,11.679489
Ispringen,TIP,8003094,48.914427,8.67222
Isselhorst-Avenwedde,EIAV,8003096,51.939976,8.438524
Istein,RIT,8003098,47.660889,7.542943
"Ittersbach Bahnhof",RITB,8007014,48.869154,8.511045
"Ittersbach Industrie, Karlsbad",RITI,723599
"Ittersbach Rathaus",RITBR,8090001,48.865902,8.509824
Ittling,NIL,8003100,48.884909,12.637998
Ittlingen,RITL,8003101,49.187119,8.93458
Itzehoe,AIZ,8003102,53.923873,9.510287
Itzelberg,TIT,8003103,48.730681,10.1363
"Ivanic Grad",XRIG,7800032
Jabel(Meckl),WJAB,8011939,53.545263,12.547559
"Jablonne v Podjestedi",XTJP,5400066
Jacobsdorf(Mark),BJF,8011940,52.332626,14.355037
"Jagdschloß",WJS,8011947,54.376479,13.619872
Jagstzell,TJZ,8003111,49.031239,10.098819
Jahnsdorf(Erzgeb),DJD,8011948,50.754946,12.857511
Jakobwüllesheim,KJW,8071022,50.766705,6.565209
"Janderup st",XDJP,8601177
"Jankowa Zaganska",XPJZ,5101447
"Janovice nad Uhlavou",XTJU,5400212
Jarrenwisch,AJHH,8003115,54.212081,8.962896
Jasnitz,WJAS,8011951,53.386389,11.374058
Jatznick,WJK,8010179,53.603062,13.937671
Jeber-Bergfrieden,LJEB,8011952,51.984637,12.349699
Jechtingen,RJ,8007288,48.119844,7.610624
Jedlova,XTJL,5400282
Jeeser,WJER,8011953,54.164548,13.258802
"Jegum st",XDJE,8601182
"Jelenia Gora",XPJG,5100259
"Jena Paradies",UJP,8011956,50.924856,11.587461
"Jena Saalbf",UJS,8011058,50.93692,11.593783
"Jena West",UJW,8011957,50.923286,11.577848
Jena-Göschwitz,UGW,8010133,50.883942,11.593537
Jena-Zwätzen,UJZ,8011958,50.955487,11.620875
Jenbach,XAJB,8100102,47.3884268967759,11.7784265200941
"Jenbach Zillertalbahn",XAJBZ,8100545
Jerichow,LJW,8010181
Jerxheim,HJRX,8003118
Jesenice(Gr),XAXRB,7900043
Jesenice(SL),XZJ,7900001
Jesewitz(Leipzig),LJES,8011959,51.419886,12.545014
Jessen(Elster),LJN,8011960,51.792787,12.954722
Jestetten,XSJE,8503421,47.6544006039198,8.57327389270922
Jettenbach,MJEB,8003122,48.171428,12.36682
Jettingen,MJET,8003123,48.399126,10.445473
Jeumont,XFJM,8700118
Jever,HJ,8003124,53.568715,7.89298
"Jeßnitz(Anh)",LJZ,8011961,51.682552,12.277353
"Jiretin pod Jedlovou",XTJD,5401397
"Jirkov zast.",XTJI,5401395
Joachimsthal,WJT,8011962,52.98038,13.749473
"Joachimsthal Kaiserbahnhof",WWLS,8013279,52.963952,13.755016
Jocketa,DJA,8011963,50.555297,12.170103
"Jockgrim Bf",RJO,8003125,49.092289,8.272272
Joeuf,XFJF,8701317
Johanngeorgenstadt,DJ,8011967,50.437596,12.728736
Joigny(Lar.Migennes),XFJY,8700561
Jossa,NJS,8003129,50.232506,9.604178
Judenburg,XAJ,8100073,47.1749452895542,14.6626510154222
Julbach,MJUL,8003136,48.250895,12.958025
Jungingen(Hohenz),TJUH,8007223,48.326187,9.038123
Jungnau,TJNU,8007234,48.139161,9.213664
Juvisy,XFJU,8700352
Jägerhaus,MJGS,8003106,47.666782,11.087702
Jägersfreude,SJF,8003108,49.265758,7.00497
Jänschwalde,BJW,8011944,51.866273,14.500761
"Jänschwalde Ost",BJWO,8011945,51.877817,14.541248
Jävenitz,LJV,8011946,52.519664,11.493067
Jöhlingen,RJL,8003127,49.02818,8.575224
"Jöhlingen West",RJLW,8079058,49.030939,8.569975
"Jößnitz",DJZ,8011966,50.537618,12.139827
Jübek,AJ,8000334,54.558782,9.405438
Jüchen,KJUC,8003130,51.097113,6.500923
Jülich,KJ,8000188,50.919381,6.367977
"Jülich Forschungszentrum",KJSU,8007815,50.898594,6.392244
Jülich-Broich,KJB,8007801,50.947237,6.342104
Jülich-Nord,KJND,8007802,50.928899,6.366587
Jülich-Selgersdorf,KJSE,8007814,50.890229,6.40829
Jünkerath,KJU,8003135,50.344769,6.580939
Jüterbog,BJUE,8010182,51.997509,13.054353
Jütrichau,LJR,8011969,51.93431345,12.12617046
"KVG-Betriebshof, Kassel",FKBH1,710446
"Kaarst IKEA",KKAI,8000438,51.217023,6.629881
"Kaarst Mitte/Holzbüttgen",KKMI,8000432,51.219504,6.617246
"Kaarster Bahnhof",KKAA,8003141,51.222551,6.607274
"Kaarster See",KKSE,8000430,51.226689,6.593977
Kablow,BKAB,8011981,52.300067,13.721351
Kadan-Prunerov,XTKA,5400071
"Kahl Kopp/Heide",FKLPK,8070164,50.079145,9.01577
Kahl(Main),FKLM,8003143,50.07687,9.005468
Kahla(Thür),UKA,8011985,50.808926,11.589104
Kainzenbad,MKAI,8003146,47.482981,11.116723
Kaiseraugst,XSKI,8500300,47.5384906333521,7.72412101575612
Kaisersesch,SKAI,8003148,50.232102,7.129573
"Kaiserslautern Hbf",SKL,8000189,49.436137,7.768716
"Kaiserslautern Pfaffwerk",SKLP,8003150,49.434714,7.751248
"Kaiserslautern West",SKLW,8003151,49.447535,7.749812
Kaiserslautern-Hohenecken,SKLH,8002943,49.41617239,7.6997976
Kalchreuth,NKAL,8003154,49.558442,11.139993
Kaldenkirchen,KKAK,8000190,51.327184,6.203225
Kalenborn(Westerw),KKAB,8070018,50.615535,7.312721
Kalhausen,XFKH,8700314
Kall,KKAL,8003158,50.538493,6.557283
"Kalsdorf b.Graz",XAKAL,8101019
Kalsow,WKAR,8011995,53.925699,11.57835
Kaltenberg,MKBG,8070973
Kalteneck,NKCK,8070807,48.689385,13.453011
"Kaltenkirchen Süd",AKTKS,8007204,53.823588,9.973065
Kaltenkirchen(Holst),AKTK,8007054,53.834417,9.966825
"Kalthof(Kr Iserlohn)",EKAL,8003166,51.425059,7.672364
Kalwang,XAK,8100126,47.4233995202874,14.7443470718751
Kamen,EKAM,8003168,51.585224,7.661
Kamen-Methler,EKME,8003169,51.567379,7.613056
Kamenz(Sachs),DKA,8011988,51.273781,14.092192
Kamp-Bornhofen,FKMP,8003170,50.227988,7.618251
"Kampen Zuid",XNKM,8400360,52.5331,5.4938888549805
Kampen(NL),ONK,8400353,52.559722900391,5.5055556297302
Kandel,RKD,8003172,49.07914,8.198025
Kandern,RKA,8070450,47.713491,7.656905
Kandersteg,XSKA,8507475,46.4955238840939,7.67126537051752
Kanzem,SKAZ,8003173,49.669359,6.573666
Kapelle-Biezelinge,ONKA,8400354,51.480834960938,5.4813890457153
Kapellen-Drusweiler,RKPD,8003175,49.105621,8.030754
Kapellen-Wevelinghoven,KKAW,8003174,51.129795,6.621061
"Kapen Biosphärenreservat",LKPB,8070260,51.816483,12.33669
Kapfenberg,XAKP,8100031,47.4451033791557,15.2920523197463
Kappelrodeck,RKPP,8007004,48.593404,8.116094
"Kappelrodeck Ost",RKPO,8077004,48.586925,8.125834
Kapsweyer,RKPW,8007859,49.038878,8.022177
Kargow,WKGW,8011989,53.49952404,12.76242345
"Karlovy Vary",XTKV,5400006
"Karlovy Vary dolni n.",XTKVD,5400242
Karlsburg,WKAB,8011991,53.982447,13.609802
Karlsdorf,RKF,8003181,49.144484,8.547872
Karlshagen,WKH,8011992,54.116755,13.83143
"Karlsruhe Albtalbf",RKAB,8079045,48.993707,8.39611
"Karlsruhe Bahnhofsvorplatz",RKV,8079041,48.994346,8.399587
"Karlsruhe Durlacher Tor",RKDT,8079125,49.008815,8.41788
"Karlsruhe Entenfang",RKEF,8079126,49.010666,8.359504
"Karlsruhe Hbf",RK,8000191,48.993515,8.402181
"Karlsruhe Marktplatz (Kaiserstraße)",RKMAK,8079035,49.009554,8.404555
"Karlsruhe Mühlburger Tor",RKMT,8079144,49.010457,8.386728
"Karlsruhe West",RKW,8003183,49.002159,8.362951
Karlsruhe-Durlach,RKDU,8003184,49.002328,8.462822
Karlsruhe-Hagsfeld,RKHA,8003185,49.025938,8.453645
"Karlsruhe-Kniel. Rheinbergstr.",RKSR,8079128,49.035015,8.336613
Karlsruhe-Knielingen,RKIN,8003186,49.026695,8.341171
Karlsruhe-Mühlburg,RKMG,8003187,49.014557,8.351126
"Karlsruhe-Neureut Kirchfeld",RKNEK,8079047,49.052912,8.388835
Karlstadt(Main),NKA,8003189,49.962899,9.768148
Karpfham,MKH,8003191,48.40799,13.187394
Karsdorf,"UKF B",8011993,51.280688,11.655766
Karstädt,WKT,8011994,53.160684,11.738618
Karthaus,SKU,8000402,49.71034,6.596854
Kasbach,KKBA,8070019,50.585644,7.260031
"Kasbach Brauerei Steffens",KKBB,8070021,50.591964,7.259105
"Kassel Hbf",FK,8000193,51.31826,9.489501
"Kassel Hbf (tief)",FKKVG,8098193,51.318196,9.489787
Kassel-Harleshausen,FKH,8003196,51.332178,9.45225
Kassel-Jungfernkopf,FKJK,8003197,51.338918,9.462869
Kassel-Kirchditmold,FKKD,8003198,51.324561,9.452204
Kassel-Oberzwehren,FKOZ,8003199,51.276348,9.454028
Kassel-Wilhelmshöhe,FKW,8003200,51.313114,9.446898
Kastl(Oberbay),MKAT,8003205,48.192327,12.712856
Katharinenheerd,AKAD,8003207,54.334163,8.830489
Kating,AKTO,8003208,54.32603,8.872281
Katlenburg,HKAT,8003209,51.686158,10.09974
Katowice,XPKA,5100020
Kattenes,SKTS,8003211,50.254327,7.439211
Kattenvenne,EKV,8003212,52.113273,7.860281
Katzenfurt,FKFT,8003213,50.615947,8.343189
Katzhütte,UKH,8011999,50.561065,11.06111
Katzwang,NKG,8003214,49.355372,11.042543
Katzweiler,SKW,8003215,49.500082,7.700935
Kaub,FKAU,8003216,50.083635,7.768197
Kaufbeuren,MKFB,8000194,47.875432,10.629496
Kaufering,MKFG,8000195,48.080835,10.854595
Kaulsdorf(Saale),UKL,8012000,50.611341,11.433642
Kautenbach,XLKT,8270630
"Kavelstorf(Kr Rostock)",WKV,8012002,54.007081,12.197821
Kehl,RKL,8003218,48.576658,7.806556
Kehlen,TKEH,8003220,47.683031,9.548184
Kehlhof,XSKH,8506193,47.5721849531574,9.16976823983709
Keitum,AKI,8003222,54.888814,8.368969
Kelebia,XMK,5500092
Kelenföld,XMBL,5500008
Kelkheim,FKE,8007161,50.137284,8.447663
Kelkheim-Hornau,FKHO,8007162,50.14702,8.44454
Kelkheim-Münster,FKEM,8007160,50.124874,8.461687
Kellmünz,MKMZ,8003227,48.120286,10.124616
Kelsterbach,FKCH,8003228,50.06249,8.529479
"Kematen in Tirol",XAKM,8101038,47.2610236593306,11.2772685582648
Kemnath-Neustadt,NKNN,8003229,49.843906,11.862262
Kempen(Niederrhein),KKEM,8000409,51.367564,6.425549
Kempten(Allgäu)Hbf,MKP,8000197,47.711745,10.31761
Kempten(Allgäu)Ost,MKPO,8003230,47.731293,10.33205
Kemtau,DKAU,8012004,50.742944,12.953921
Kennelgarten,SKEN,8003232,49.440998,7.733013
Kenz,WKEN,8012005,54.329875,12.741013
Kenzingen,RKN,8003233,48.194451,7.764094
Kerkerbach,FKB,8003235,50.401962,8.135882
"Kerkrade Centrum",ONKD,8400355,50.861667633057,5.4727778434753
Kerkwitz,BKE,8012006,51.909578,14.627567
Kersbach,NKCH,8003238,49.684987,11.059544
Kesswil,XSKW,8506123,47.5954978155944,9.31740544782057
Kesteren,XNKE,8400359,51.9313869,5.45718
Kestert,FKES,8003241,50.187065,7.648978
Kettwig,EKG,8000198,51.363375,6.953747
"Kettwig Stausee",EKGS,8003245,51.356608,6.939145
Kevelaer,KKEV,8003247,51.581008,6.252227
Kiebingen,TKBI,8003248,48.479369,8.973745
Kiebitzhöhe,UKIE,8012007,51.181028,11.203555
Kiefersfelden,MKI,8003249,47.609907,12.190473
"Kiel Hbf",AK,8000199,54.314985,10.131976
"Kiel Schulen am Langsee",AKSL,8003251,54.307205,10.156965
Kiel-Ellerbek,AKEL,8003259
Kiel-Elmschenhagen,AKE,8003477,54.287142,10.180414
"Kiel-Hassee CITTI-PARK",AKH,8003474,54.310569,10.098596
Kiel-Oppendorf,AOPD,8079607,54.325961,10.208319
Kiel-Russee,AKRU,8003253,54.31004,10.070212
Kilchberg(CH),XSKB,8503200,47.32442740643,8.54799908563018
Killer,TKLR,8007224,48.315684,9.060828
Killwangen-Spreitenbach,XSKS,8503506,47.4333282379529,8.3541943098573
Kindberg,XAKB,8100030,47.5011332316571,15.4484055513883
Kinding(Altmühltal),MKIG,8003256,48.992694,11.377501
Kindsbach,SKIB,8003257,49.419371,7.612836
"Kirch Göns",FKGS,8003262,50.473373,8.666869
Kirch-Jesar,WKJ,8012009,53.448596,11.263321
Kirchanschöring,MKAG,8003263,47.953415,12.831517
"Kirchberg in Tirol",XAKG,8100057,47.4488871524999,12.3091673722213
Kirchberg(Murr),TKIM,8003266,48.939161,9.329056
Kirchbichl,XAKL,8100290,47.5198304376909,12.094194686665
Kirchdorf(Deister),HKDF,8003267,52.289852,9.491936
Kirchdorf/Krems,XAKK,8100170
Kirchehrenbach,NKIR,8003268,49.735444,11.141641
Kirchen,EKIR,8000427,50.806576,7.880509
Kirchenlaibach,NKL,8000201,49.869904,11.776325
"Kirchenlamitz Ost",NKO,8003270,50.165496,11.985965
Kirchentellinsfurt,TKI,8003272,48.528749,9.13948
"Kirchgasse, Kassel",FKBHG,713491
"Kirchhain(Bz Kassel)",FKIH,8000435,50.823779,8.921399
Kirchhammelwarden,HKHW,8003276,53.305655,8.475233
Kirchheim(Neckar),TKM,8003278,49.037646,9.150903
Kirchheim(Teck),TKT,8003280,48.644258,9.443927
"Kirchheim(Teck)-Ötlingen",TKTO,8003282,48.657764,9.416291
Kirchheim(Teck)Süd,TKTS,8003283,48.640261,9.451788
Kirchheim(Unterfr),TKU,8003284,49.656749,9.857713
Kirchheim(Weinstr),RKH,8003285,49.537163,8.181452
Kirchheimbolanden,FKIR,8000652,49.668545,8.016526
Kirchhorsten,HKHN,8003286,52.307875,9.119783
Kirchhundem,EKHU,8003287,51.086068,8.078103
Kirchlengern,HKLG,8003288,52.196755,8.643778
Kirchmöser,LKIM,8012011,52.375235,12.422206
Kirchscheidungen,UKI,8012012,51.2447,11.66257
Kirchseeon,MKO,8003290,48.0709,11.887255
Kirchweidach,MKW,8084066,48.092999,12.648475
Kirchweyhe,HKI,8003292,52.983765,8.847236
Kirchzarten,RKZ,8003293,47.967936,7.959132
Kirkel,SKI,8003294,49.286245,7.226601
Kirn,SKR,8003295,49.785769,7.464589
Kirnbach-Grün,RKBG,8007104,48.36193,8.105907
Kirnsulzbach,SKRS,8003298,49.762324,7.435477
Kirschbaumwasen,RKBV,8003289,48.623055,8.355684
Kissing,MKIS,8003299,48.300922,10.959553
Kittsee,XAKIT,8100373,48.0816777663134,17.0717371492073
Kitzbühel,XAKI,8100055,47.4542605925096,12.3910460811951
"Kitzbühel Hahnenkamm",XAKIH,8101044,47.4434636491778,12.3896431123102
Kitzingen,NKN,8000479,49.732497,10.155214
"Kißlegg",TKG,8000203,47.793533,9.881921
"Klaffenbach Hp","DNK K",8017421,50.772286,12.903751
"Klagenfurt Hbf",XAKT,8100085
Klais,MKLA,8003302,47.483032,11.238589
Klandorf,BKLD,8012015,52.877938,13.555957
Klanxbüll,AKX,8003303,54.861997,8.676454
Klarenbeek,ONKL,8400361,52.17805480957,5.4564285
"Klasdorf Glashütte",BKDF,8012016,52.021383,13.543711
Klatovy,XTKY,5400213
Klecken,AKC,8003309,53.366207,9.928922
"Kledering b.Wien",XAKE,8101051
Kleeth,WKLE,8012020,53.62316794,13.06042745
"Klein Bünzow",WKB,8012021,53.923657,13.62244
"Klein Gerau",FKGE,8003313,49.919849,8.51674
"Klein Winternheim-Ober Olm",FKWO,8003316,49.939619,8.207097
Kleinberghofen,MKHN,8003317,48.354045,11.275478
Kleinbettingen,XLKB,8200520
Kleinblittersdorf,SKB,8003318,49.15849521,7.03365514
Kleinenbroich,KKLE,8003321,51.195662,6.551972
Kleinensiel,HKSI,8003323,53.444736,8.476006
"Kleinforst Rosensee",DKFR,8017344,51.289921,13.104999
Kleinfurra,UKFA,8012033,51.417407,10.763196
Kleingemünden,NKGM,8003329,50.062991,9.687704
Kleinheubach,NKLH,8003324,49.721423,9.207476
Kleinjena,UKJ,8012034,51.180265,11.781279
Kleinkems,RKES,8003325,47.686129,7.524662
Kleinkötz,MKKZ,8003326,48.411659,10.288497
Kleinostheim,FKO,8003314,50.002645,9.072252
Kleinröhrsdorf,DKRD,8012036,51.134175,13.990052
Kleinschirma,DKMA,8012037,50.902581,13.281817
