name,DS100,"UIC (IBNR)",Latitude,Longitude
"Döbeln Hbf",DDE,8010080,51.126568,13.094988
Döberitz,LDO,8011390,52.524333,12.368462
Döggingen,RDGN,8001480,47.893654,8.441107
Döhlau,NDAU,8001481,49.961392,11.655966
Döllstädt,UDST,8010081,51.084886,10.813398
Dörfles-Esbach,NDOE,8001484,50.282751,10.997756
Dörpen,HDPH,8001486,52.970568,7.354507
Dörrberg,UDOE,8011397,50.735351,10.798671
Dörverden,HDVD,8001489,52.846407,9.246334
Dülken,KDUL,8001571,51.257149,6.33793
Dülmen,EDUL,8000083,51.827676,7.295765
"Dünsen DHE",HDUS,8070358
Düren,KDN,8000084,50.809517,6.482451
"Düren Annakirmesplatz",KDNS,8007818,50.796237,6.474259
"Düren Im Großen Tal",KDNG,8007836,50.83302,6.47431
"Düren Renkerstraße",KDNR,8007832,50.770276,6.489493
Düren-Kuhbrücke,KKBR,8007833,50.783312,6.486752
Düren-Lendersdorf,KLED,8007819,50.774833,6.49047
Dürrenbüchig,RDBG,8001576,49.023952,8.648181
"Dürrenwaid Bahnhof",NDW,8070805,50.357182,11.516934
Dürrnhaar,MDHR,8001578,47.993954,11.736607
Dürrröhrsdorf,DRR,8010091,51.028138,14.00738
"Düsseldorf Flughafen",KDFF,8000082,51.292009,6.786836
"Düsseldorf Flughafen Terminal",KDF,8001580,51.278517,6.766979
"Düsseldorf Friedrichstadt",KDFS,8001579,51.212115,6.78899
"Düsseldorf Hbf",KD,8000085,51.219962,6.794319
"Düsseldorf Volksgarten",KDV,8001581,51.210138,6.791978
"Düsseldorf Völklinger Str.",KDVS,8001603,51.210208,6.760431
"Düsseldorf Wehrhahn",KDW,8001582,51.228447,6.798173
Düsseldorf-Benrath,KDBE,8001584,51.162293,6.878931
Düsseldorf-Bilk,KDBH,8001585,51.207994,6.775578
Düsseldorf-Derendorf,KDD,8001586,51.247624,6.794512
Düsseldorf-Eller,KDE,8001587,51.20267,6.851927
"Düsseldorf-Eller Mitte",KDEM,8001308,51.202058,6.838607
"Düsseldorf-Eller Süd",KDES,8001588,51.198072,6.836128
Düsseldorf-Flingern,KDFL,8001598,51.226367,6.810179
Düsseldorf-Garath,KDGA,8001589,51.143626,6.897675
Düsseldorf-Gerresheim,KDGE,8001590,51.220361,6.863933
Düsseldorf-Hamm,KDHA,8001597,51.21077,6.740335
Düsseldorf-Hellerhof,KDHL,8004920,51.133036,6.908277
Düsseldorf-Oberbilk,KDOB,8001591,51.208047,6.808678
Düsseldorf-Rath,KDR,8001592,51.264124,6.821063
"Düsseldorf-Rath Mitte",KDRM,8001593,51.261136,6.808398
Düsseldorf-Reisholz,KDRH,8001594,51.180782,6.860953
Düsseldorf-Unterrath,KDU,8001595,51.276732,6.788783
Düsseldorf-Zoo,KDZ,8001583,51.236962,6.796924
Dütschow,WDT,8011442,53.40194,11.678565
"Ebbsfleet International Eurostar",XKEI,7004419
Ebelsbach-Eltmann,NEE,8001619,49.982672,10.669614
"Eben im Pongau",XAEB,8100140,47.4064960015542,13.39670241952
Ebenfurth,XAEF,8100225
Ebenhausen(Unterfr),NEBH,8001620,50.131305,10.13804
Ebenhausen-Schäftlarn,MEBS,8001621,47.978686,11.453608
Ebenhofen,MEBH,8001622,47.814818,10.618479
Ebensfeld,NED,8001623,50.068731,10.954725
Eberbach,REA,8000369,49.465768,8.984152
Ebermannstadt,NEBM,8001627,49.776801,11.186873
Ebermergen,MEBM,8001628,48.75621,10.71096
Ebern,NEB,8001629,50.094163,10.796719
Ebersbach(Fils),TEC,8001632,48.71612,9.526582
Ebersbach(Sachs),DEB,8010092,51.004378,14.578802
Ebersberg(Oberbay),MEG,8001634,48.07497,11.970243
Ebersbrunn,DEBR,8011446,50.651373,12.443215
"Ebersdorf(b Coburg)",NEC,8001636,50.224271,11.064643
Ebersheim,XFEH,8701054
"Eberswalde Hbf",WE,8010093,52.834021,13.797062
Ebertsheim,RET,8001638,49.564004,8.108237
Ebing,NEG,8001640,50.001535,10.913846
Ebringen,REBR,8001643,47.96036,7.76818
Ebstorf(Uelzen),HEBS,8001645,53.017192,10.41695
Echem,AECH,8001646,53.337006,10.537198
Eching,MEC,8001647,48.302992,11.616754
Echt,ONET,8400195,51.100555419922,5.9749999046326
Echterdingen,TETD,8001650,48.692152,9.169164
Echzell,FEZL,8001648,50.390719,8.891312
Eckardtsleben,UEK,8011449,51.066093,10.682123
Eckartsberga(Thür),UEC,8011450,51.107837,11.55455
Eckartshausen-Ilshofen,TEI,8001651,49.152317,9.936645
Eckernförde,AEC,8001654,54.4676,9.835115
Eckersmühlen,NEMN,8001655,49.215472,11.137947
Eddersheim,FED,8001659,50.039492,8.456741
"Ede Centrum",XNE,8400201,52.043609619141,5.9702777862549
Ede(B),XBED,8800367
Ede-Wageningen,XNEW,8400200,52.027778625488,5.9695
Edelfingen,TED,8001660,49.513025,9.743113
Edenkoben,REK,8001663,49.282053,8.14062
Edermünde-Grifte,FGRF,8002374,51.209958,9.448855
Edesheim(Pfalz),REH,8001665,49.263736,8.139075
Ediger-Eller,SEE,8001666,50.104697,7.139598
Edingen(Wetzlar),FEDI,8001668,50.632166,8.322823
"Edle Krone",DKR,8011451,50.950015,13.583632
Edling,MEDL,8001669,48.058479,12.163234
Eemshaven,PNEHV,8400202,53.458419,5.952222
Effelder(Thür),UEFT,8011453,50.379875,11.075849
Effolderbach,FEF,8001670,50.338192,9.007483
Effretikon,XSEK,8503305,47.4258103323967,8.68666226267409
Efringen-Kirchen,REF,8001671,47.655619,7.563918
Egelsbach,FEGB,8001672,49.96917,8.653462
Egersdorf,NEGE,8001674,49.464638,10.887385
Egestorf(Deister),HEGT,8001675,52.278585,9.514485
Eggenfelden,MEGF,8001677,48.403956,12.748669
"Eggenfelden Mitte",MEFM,8001676,48.406215,12.767068
"Eggenstein Bf",REG,8007173,49.075671,8.397941
Eggersdorf,LEGD,8011455,51.975131,11.695948
Eggesin,WEGS,8011456,53.681825,14.073046
Eggingen,RUEG,8070866,47.693731,8.396653
Egglkofen,MEGK,8001678,48.395762,12.445956
Eggmühl,MEGM,8001679,48.836497,12.182192
Eggolsheim,NEO,8001680,49.77496,11.036662
Eglharting,MEGL,8001682,48.082348,11.864291
Egling,MELG,8001683,48.190541,10.975722
Eglisau,XSEG,8503402,47.5723728053759,8.51653513850671
Egnach,XSEN,8506309,47.5439914495156,9.38300007742757
Ehingen(Donau),TEH,8001684,48.285677,9.72434
Ehlenbruch,EELB,8001686,51.98127,8.741243
Ehlershausen,HELH,8001687,52.523609,10.029596
"Ehningen(b Böblingen)",TEHN,8001689,48.662682,8.94426
Ehr,KEHR,8001690,50.17572,7.571324
Ehrang,SEG,8000370,49.802029,6.685808
"Ehrang Ort",SEGO,8001688,49.809413,6.688261
Ehringen,FEGN,8001691,51.379528,9.154619
"Ehringhausen(Kr Lippstadt)",EERI,8001692,51.662813,8.44926
"Ehringshausen(Kr Wetzlar)",FEHR,8001694,50.595066,8.383841
Ehringshausen(Oberhess),FEHH,8001693,50.70878,9.101862
"Ehrwald Zugspitzbahn",XAEZ,8100089
Eibau,DEIB,8010094,50.986501,14.64616
Eich(Sachs),DEI,8011458
"Eichen(Kr Siegen)",EEHS,8001700,50.973864,7.977934
Eichenau(Oberbay),MEIC,8001702,48.179324,11.328277
Eichenberg,HEBG,8000090,51.374823,9.921482
Eichenzell,FEIZ,8001704,50.494012,9.694717
Eichhagen,EEHG,8001706,51.059167,7.836871
Eicholzheim,REM,8001707,49.432439,9.290317
Eichstedt(Altm),LEST,8011460,52.67485,11.854895
"Eichstetten am Kaiserstuhl",RE,8007295,48.092901,7.748021
"Eichstätt Bahnhof",MEB,8001708,48.869879,11.16365
"Eichstätt Stadt",MEST,8001709,48.893296,11.179602
Eichwalde,BEIW,8080340,52.371352,13.615398
Eickendorf,LEF,8011462,51.946752,11.676878
Eijsden,ONEJ,8400219,50.771945953369,5.9438886642456
Eilenburg,LEG,8010095,51.451966,12.637004
"Eilenburg Ost",LEGO,8010161,51.463424,12.667772
Eilendorf,KEIL,8001712,50.785561,6.154367
"Eilsleben(b Magdeburg)",LEI,8010096,52.150237,11.215214
Eilvese,HEIV,8001713,52.545215,9.428147
Eimeldingen,REI,8001715,47.627948,7.5956
"Einbeck Salzderhelden",HEB,8005264,51.798169,9.922775
Eindhoven,XNEI,8400206,51.443332672119,5.9438886642456
"Eindhoven Strijp-S",ONEIB,8400196,51.451110839844,5.9390330314636
Einfeld,AEF,8001718,54.129373,9.997923
Einsiedel,DED,8011466,50.772786,12.973014
"Einsiedel Brauerei",DEDB,8071781
"Einsiedel Hp Gymnasium",DEDH,8011464,50.782992,12.970611
Einsiedeln,XSES,8503283,47.1285821379056,8.74446828515549
Einsiedlerhof,SEF,8001720,49.431002,7.662227
Einöd(Saar),SEI,8000371,49.266663,7.321916
Eisemroth,FERT,8001724
Eisenach,UEI,8010097,50.976922,10.331986
"Eisenach Opelwerke Hp",UEIP,8010105,50.979334,10.283491
"Eisenach West",UEIW,8011468,50.978902,10.30474
Eisenbach-Matzenbach,SEMA,8001727,49.494721,7.456212
Eisenberg(Pfalz),REIS,8001728,49.554483,8.070582
Eisenheim,NEHM,8070856,49.869412,10.153426
Eisenhüttenstadt,BEHS,8011471,52.14798,14.658435
Eisenärzt,MEZT,8001725,47.796273,12.638301
Eiserfeld(Sieg),EEFD,8001729,50.847299,7.987071
Eisfeld,UED,8011472,50.417795,10.904637
"Eisfelder Talmühle",LETM,8017007,51.620408,10.812956
Eislingen(Fils),TEF,8001731,48.696494,9.705147
Eiswoog,REIW,8001732,49.516578,7.983562
Eitensheim,MEI,8001734,48.815979,11.319259
Eitorf,KEIT,8001736,50.773619,7.447326
Elend,LELD,8017008,51.74597,10.690129
Elfershausen-Trimberg,NELF,8001742,50.14048,9.969109
Elgersburg,UELG,8011476,50.706054,10.849905
Ellefeld,DLD,8011477,50.488003,12.384382
Ellental,TBME,8001746,48.955288,9.123744
Ellerau,AELA,8007050,53.750144,9.923374
Ellhofen,TELL,8001747,49.149952,9.316035
Ellingen(Bay),NEL,8001749,49.066228,10.959693
Ellrich,UER,8011480,51.579804,10.669444
Ellwangen,TEL,8001751,48.964121,10.129681
Ellzee,MELZ,8001752,48.34214,10.338371
Elmenhorst,WELM,8011481,54.210202,13.074014
Elmshorn,AEL,8000092,53.754025,9.659408
Elne,XFEL,8701064
Elpersheim,TELP,8001754,49.473094,9.873427
Elsbethen,XAEL,8100772,47.7609257890464,13.0803940431704
Elsfleth,HELS,8001760,53.234103,8.464026
Elsholz,BEZ,8011482,52.20405,12.954911
Elsnigk(Anh),LEK,8011484,51.790671,12.058518
Elst,XNEL,8400207,51.916942596435,5.934543
Elstal,BETN,8080370,52.54749,13.000114
Elster(Elbe),LELT,8011486,51.832331,12.827705
Elsterberg,UELB,8011487,50.613547,12.167487
Elsterberg-Kunstseidenwerk,UELK,8011488,50.605024,12.159798
Elsterwerda,BEW,8010099,51.459677,13.516428
Elsterwerda-Biehla,BEB,8010100,51.472227,13.519271
Eltersdorf,NEF,8001762,49.553782,10.996381
Eltville,FELT,8001763,50.027562,8.12153
Elxleben,UEX,8011489,51.043183,10.946788
Elz(Limburg/Lahn),FELZ,8001764,50.414294,8.038458
"Elz(Limburg/Lahn) Süd",FELS,8001765,50.408709,8.032223
Elzach,RELZ,8001766,48.171194,8.070891
Elze(Han),HELZ,8000093,52.120147,9.746894
"Emden Außenhafen",HEA,8001767,53.344469,7.186179
"Emden Hbf",HE,8001768,53.369036,7.195176
Emmelshausen,KEMM,8001770,50.157673,7.560494
"Emmen Zuid",PNEZ,8400093,52.748866374691,5.9302778244019
Emmen(NL),ONEM,8400208,52.790000915527,5.9305553436279
Emmenbrücke,XSEB,8502021,47.0705979582071,8.28255105832802
Emmendingen,REMM,8001771,48.119454,7.847511
Emmerich,EEM,8001773,51.834175,6.25648
Emmerich-Elten,EEME,8001776
Emmerke,HEMK,8001775,52.162365,9.866201
Emmerthal,HEMT,8001777,52.046413,9.382856
Empel-Rees,EEMP,8001780,51.798474,6.416712
Empelde,HEMP,8001781,52.340157,9.668982
Emsdetten,EEDT,8001782,52.17675,7.531528
Emskirchen,NEK,8001783,49.55503,10.710412
Endersbach,TEN,8001785,48.813153,9.370228
"Endingen am Kaiserstuhl",REN,8007285,48.14425,7.701918
Endingen(Württ),TEND,8029356,48.257384,8.83688
Engeln,KENG,8070368,50.424945,7.156853
Engelskirchen,KENL,8001789,50.986719,7.407681
Engen,RENG,8001790,47.856347,8.772786
Engers,KENR,8000094,50.42598,7.546827
Engertsham,MEGH,8001792,48.473918,13.358696
Engis,XBEN,8800464
Engstingen,TKL,8070456,48.392271,9.292419
Engstlatt,TENG,8001794,48.297119,8.875219
Enkenbach,SENK,8000372,49.489933,7.899501
Enkhuizen,XNEK,8400210,52.699165344238,5.92479
Ennepetal,EENP,8001795,51.304778,7.343533
Enns,XAEN,8100011,48.2211895097233,14.4668014469929
Enschede,XNES,8400212,52.222499847412,5.9216666221619
"Enschede De Eschmarke",XNDE,8400012,52.221389770508,5.9194445610046
"Enschede Kennispark",ONESD,8400213,52.23749923706,5.9141664505005
Ensdorf(Saar),SEN,8001799,49.302874,6.776015
Enspel,FENS,8001801,50.616413,7.882353
Entringen,TENT,8001802,48.552291,8.963007
Enzberg,TEZ,8001803,48.933883,8.799804
Enzisweiler,MENW,8001806,47.564142,9.665429
Epe(Westf),EEPE,8001808,52.183462,7.030087
Epernay,XFE,8700053
"Epierre-St Leger",XFEI,8702401
Epinal,XFEN,8700255
Eppelborn,SEP,8001812,49.408657,6.967189
Eppelsheim(Rheinhess),FEPP,8001813,49.700063,8.162882
Eppertshausen,FER,8001814,49.945368,8.84236
Eppingen,REP,8000373,49.136001,8.914663
"Eppingen West",REPW,8079077,49.132674,8.904759
Eppstein,FEP,8001815,50.139833,8.387643
Eppstein-Bremthal,FEPB,8001816,50.141396,8.364079
Erbach(Odenw),FERO,8001817,49.656712,8.989827
"Erbach(Odenw) Nord",FERN,8001811,49.669584,8.989963
Erbach(Rheingau),FERB,8001818,50.023269,8.094646
Erbach(Württ),TER,8001820,48.325902,9.894833
"Erbprinz/Schloss, Ettlingen",RETE,723573
Erdeborn,LER,8011496,51.468799,11.636965
Erding,MER,8001825,48.30346,11.912063
Erdmannhausen,TERD,8001827,48.948229,9.299405
Erdmannsdorf-Augustusburg,DEA,8011497,50.82115,13.08394
Erdweg,MEWG,8001829,48.333744,11.303305
Erftstadt,KEST,8003671,50.807093,6.832955
"Erfurt Hbf","UE  P",8010101,50.972551,11.038499
"Erfurt Nord",UEN,8010102,51.003357,11.029277
"Erfurt Ost",UEO,8011500,51.014542,11.04377
Erfurt-Bischleben,UEBI,8011502,50.933768,10.988439
Erfurt-Gispersleben,UEGI,8011503,51.022129,11.000277
Ergenzingen,TEG,8001833,48.489534,8.809857
Ergoldsbach,MERB,8001835,48.693868,12.201874
Ergste,EERG,8001836,51.424705,7.577534
Eriskirch,TEK,8001838,47.628402,9.526672
Erkelenz,KERZ,8001839,51.076564,6.32172
Erkersreuth,NERK,8001840,50.186624,12.141494
Erkner,BERK,8013477,52.428359,13.751457
"Erkner (S)",BE,8089181
Erkrath,KER,8001841,51.220458,6.902412
Erkrath-Nord,KERN,8001842,51.229278,6.91064
Erla,DERA,8011505,50.519815,12.78694
Erlabrunn(Erzgeb),DERB,8011506,50.470906,12.720499
Erlangen,NER,8001844,49.595895,11.001908
"Erlangen Paul-Gossen-Straße",NERS,8001846,49.579293,10.99939
Erlangen-Bruck,NERH,8001845,49.570665,10.997261
Erlau(Sachs),DER,8011507,51.00863,12.943035
Erlen,XSE,8506107,47.5514562600656,9.22619100907512
Erlenbach(Main),NERL,8001848,49.803633,9.154436
Ermatingen,XSEM,8506133,47.6699950278449,9.08565476022238
"Ermatingen URh",XSEMS,8506162,47.6752332637346,9.08544469808097
Ermelo,ONER,8400216,52.301666259766,5.91309
Erndtebrück,EEK,8001851,50.991234,8.255317
Ernsgaden,MERG,8001853,48.733309,11.573292
Ernsthausen,FERH,8001854,50.979301,8.731617
"Ernstthal am Rennsteig",UERN,8011512,50.496511,11.164312
Erpel(Rhein),KERP,8001858,50.582064,7.241594
Erpolzheim,RERO,8001860,49.488326,8.210697
Erquelinnes,XBEQ,8800023
Ersingen,TERS,8001861,48.930657,8.63856
"Ersingen West",TERW,8079090,48.931433,8.633941
Erstein,XFES,8700281
Erstfeld,XSEF,8505114,46.8203404742261,8.65044288779607
Erzhausen,FEZS,8001864,49.950731,8.650807
Erzingen(Baden),RERZ,8001865,47.659541,8.430123
Erzingen(Württ),TERZ,8029357,48.255409,8.815709
"Esbjerg st",XDE,8600508
Esch-sur-Alzette,XLEA,8200640
Eschborn,FES,8001870,50.143618,8.560971
"Eschborn Süd",FESS,8001871,50.133563,8.578487
Eschede,HESD,8001872,52.740784,10.230135
Eschelbronn,RESN,8007443,49.323982,8.867796
Eschenau(Mittelfr),NESU,8001875,49.575385,11.198618
"Eschenau(b Heilbronn)",TESU,8001874,49.143785,9.402735
Eschenau/Salzach,XAEU,8100770
"Eschenbach(b Markt Erlbach)",NESB,8001877,49.482234,10.671636
Eschenlohe,MECH,8001880,47.601745,11.187945
Escherndorf-Vogelburg,NESD,8070857,49.86674,10.165791
Eschhofen,FEN,8001883,50.393586,8.10492
Eschwege,FEG,8001884,51.191754,10.042586
Eschwege-Niederhone,FONH,8001895,51.196291,10.008073
"Eschweiler Hbf",KE,8001886,50.813532,6.251937
"Eschweiler Talbahnhof",KET,8001888,50.814759,6.263203
Eschweiler-Nothberg,KEN,8001889,50.812827,6.293846
Eschweiler-St.Jöris,KESJ,8001917,50.834502,6.201387
Eschweiler-Weisweiler,KWEI,8001893,50.824174,6.320318
Eschweiler-West,KEW,8001887,50.817712,6.251721
Esens(Ostfriesl),HESO,8001890,53.636214,7.616211
Espelkamp,HEKP,8001894,52.378688,8.613358
Espenau-Mönchehof,FMHF,8004060,51.390674,9.455955
"Essel, Kutenholz",AESL,597798
"Essen Hbf",EE,8000098,51.451355,7.014793
"Essen Stadtwald",EESA,8001896,51.422853,7.023296
"Essen Süd",EESD,8001897,51.439295,7.023098
"Essen West",EENW,8001898,51.454497,6.979798
Essen(B),XBES,8800009
Essen(Oldb),HESN,8001899,52.723882,7.945437
Essen-Altenessen,EEAL,8001900,51.48437,7.007252
Essen-Bergeborbeck,EEBE,8001901,51.480396,6.977111
Essen-Borbeck,EEBB,8001902,51.473103,6.948461
"Essen-Borbeck Süd",EEBS,8005031,51.461673,6.953922
Essen-Dellwig,EEDL,8001903,51.487923,6.922269
"Essen-Dellwig Ost",EEDO,8001904,51.487604,6.927211
Essen-Eiberg,EEIB,8001905,51.441814,7.109691
Essen-Frohnhausen,EEFO,8001906,51.455113,6.965285
Essen-Gerschede,EEGE,8001907,51.483036,6.943309
Essen-Holthausen,EEHH,8006514,51.417711,7.072649
Essen-Horst,EEHT,8006194,51.431214,7.102741
Essen-Hügel,EEHU,8001908,51.404501,7.008243
"Essen-Kray Nord",EEKN,8001910,51.46943,7.080476
"Essen-Kray Süd",EEKS,8001911,51.458055,7.074655
Essen-Kupferdreh,EEKU,8001912,51.390945,7.080247
Essen-Steele,EEST,8000099,51.450684,7.075552
"Essen-Steele Ost",EESO,8001913,51.444201,7.088561
Essen-Werden,EEWD,8001915,51.386828,6.997845
"Essen-Zollverein Nord",EEKB,8001909,51.493609,7.046744
"Essen-Überruhr",EEUE,8001914,51.428541,7.068716
Esslingen(Neckar),TE,8001920,48.73881,9.30008
Esslingen-Mettingen,TEME,8001921,48.747083,9.27583
Esslingen-Zell,TEZL,8006642,48.724328,9.359389
Esting,MESG,8001996,48.212196,11.317322
Etampes,XFETP,8700548
Etelsen,HETL,8001924,52.999203,9.123745
Ettelbruck,XLET,8200120
Etten-Leur,ONEL,8400218,51.57500076294,5.8991665840149
Ettenhausen,UEH,8011519,50.874563,10.232251
Etterzhausen,NET,8001925,49.030609,11.978031
"Ettlingen Stadt",RETT,8007007,48.938617,8.409106
"Ettlingen West",RETL,8001926,48.947182,8.387878
"Ettlinger Tor, Karlsruhe",RKME,721356
Etzbach,EEZB,8001928,50.781282,7.690264
Etzelwang,NEW,8001929,49.525525,11.586408
Etzenbach,REZB,8007334,47.86677,7.748889
Etzenricht,NEZ,8001932,49.628817,12.098291
Etzenrot,RETZ,8007008,48.914209,8.457623
Etzleben,UET,8011520,51.258077,11.181128
Etzwilen,XSEW,8506025,47.6611436806357,8.81859374587505
Eubigheim,TEU,8001933,49.501732,9.538015
Euerdorf,NEU,8001935,50.149535,10.027633
Eupen,XBEP,8800110
"Europapl./PostGalerie (Kaiserstr), Karlsruhe",RKSEP,721358
"Europapl./PostGalerie (Karlstr.), Karlsruhe",RKSEK,723614
"Europapl./Postgalerie (Karl), Karlsruhe",RKSE,722002
Euskirchen,KEU,8000100,50.65776,6.792193
"Euskirchen Zuckerfabrik",KZU,8006673,50.65687,6.813256
"Euskirchen-Großbüllesheim",KGBU,8002402,50.686747,6.816188
Euskirchen-Kreuzweingarten,KKRW,8003440,50.613054,6.796055
Euskirchen-Kuchenheim,KKUH,8003462,50.655602,6.834478
Euskirchen-Stotzheim,KSTZ,8005748,50.633859,6.810773
Eutin,AEU,8001941,54.135343,10.610123
"Eutingen im Gäu",TET,8000101,48.479952,8.782236
Eutingen(Baden),TEB,8001942,48.909846,8.743772
Eutzsch,LEU,8011522,51.827534,12.638466
"Evreux Normandie",XFEV,8700219
Eyach,TEY,8001946,48.446288,8.783101
Eygelshoven,ONEV,8400338,50.890556335449,5.898056
"Eygelshoven Markt",XNEM,8400043,50.896049819644,5.893611
Eystrup,HETR,8001949,52.783369,9.23139
"Eßleben",NEN,8001919,49.943101,10.085225
"Faak am See",XAFS,8100084,46.5643159125976,13.9130756724754
Fachingen(Lahn),FFAN,8001950,50.361781,7.992566
Fahrenkrug,AFK,8001953,53.943962,10.253159
Fahrnau,RFN,8001954,47.66156,7.839425
Faido,XSFD,8505204,46.483076709994,8.79070214576953
Falkenau(Sachs)Hp,DFU,8011528,50.854685,13.118402
Falkenau(Sachs)Süd,DFUS,8011529,50.84935,13.110263
Falkenberg(Elster),LF,8010103,51.58362,13.247685
Falkenberg(Mark),WFBG,8011531,52.808176,13.959985
"Falkenhagen Gewerbepark Prignitz",WFAP,8017346,53.205752,12.214754
Falkensee,BFKS,8013479,52.559772,13.089636
Falkenstein(Vogtl),DFA,8010106,50.479235,12.361698
Fallersleben,HF,8001957,52.423496,10.717325
Fangschleuse,BFS,8011533,52.406725,13.824926
Farchant,MFCH,8001961,47.53097,11.11486
Fasanenpark,MFP,8001963,48.079713,11.609378
Faulbach(Main),NFCH,8001964,49.786932,9.437614
Faulquemont,XFF,8700268
Faurndau,TFAU,8001965,48.710807,9.616047
Favoritepark,TFV,8001967,48.909209,9.180233
Feanwalden,ONVWD,8400638,53.2351834,5.9886615
"Fegersheim Lipsheim",XFFHL,8701130
Fehmarn-Burg,ABUF,8001274,54.443591,11.18898
Fehraltorf,XSFE,8503302,47.3851215524821,8.7502650967563
Feilitzsch,NFZ,8001969,50.364324,11.934034
Feldafing,MFA,8001970,47.946938,11.290224
Feldberg(Meckl),WFEL,8011534
Feldberg-Bärental,RFB,8001971,47.871444,8.098294
Felde,AFEB,8001977,54.309847,9.947018
Feldhausen,EFEL,8001972,51.614953,6.973216
Feldkirch,XAFK,8100197,47.241297170794,9.60445608583997
"Feldkirchen in Kärnten",XAFT,8100039,46.7213971425771,14.0988010202545
"Feldkirchen(b München)",MFK,8001973,48.151846,11.732103
Feldolling,MFOL,8001966
Felixdorf,XAFX,8100780,47.8889357898922,16.2481390546336
Fellbach,TFE,8001974,48.820049,9.269978
Felsberg-Altenbrunslar,FABL,8000520,51.165227,9.445462
Felsberg-Gensungen,FGEF,8002236,51.131122,9.43563
Felsberg-Wolfershausen,FWON,8006546,51.186552,9.45006
Ferch-Lienewitz,BFLZ,8013480,52.303553,12.964073
Ferdinandshof,WFDF,8011536,53.660087,13.881913
Fermerswalde,LFMW,8011537,51.642998,13.173589
Ferndorf(Siegen),EFER,8001976,50.959453,8.009227
Ferrara,XIFE,8300209
Feucht,NFT,8001978,49.381947,11.204207
"Feucht Ost",NFTO,8001988,49.376032,11.220502
Feucht-Moosbach,NFTM,8002520,49.387913,11.260901
"Feuchtwangen Bf",MFWG,8070601,49.168721,10.324017
Feudingen,EFEU,8001980,50.940797,8.329337
Fichtenberg,TFI,8001982,48.987346,9.700763
Fieberbrunn,XAFB,8100053,47.4911553688995,12.5288935393919
Figueres,XEFI,7100078
Filderstadt,TFIL,8001984,48.676493,9.217709
Filisur,XSFI,8509195,46.6753288359878,9.68229070053365
Filsen,FFI,8001983,50.238894,7.583509
"Finale Ligure Marina",XIFLM,8300144
Finkenheerd,BFIH,8011540,52.249419,14.569595
Finkenkrug,BFIN,8011541,52.569663,13.051255
Finnentrop,EFP,8000102,51.173048,7.964563
"Finningerstraße",MFNS,8001985,48.389993,10.026228
Finsterwald,MGMF,8007889
Finsterwalde(Niederlausitz),BFW,8011542,51.637001,13.710388
"Firenze S.M.N.",XIFRS,8300151
Fischbach(Nürnberg),NFIH,8001989,49.41334,11.17407
Fischbach-Camphausen,SFC,8001990,49.304744,7.031132
Fischbach-Weierbach,SFWB,8001991,49.738901,7.404671
Fischbachau,MFBU,8001992,47.705605,11.934051
Fischen,MFN,8001995,47.456591,10.271717
Fischhaus,NFHA,8070806,48.655403,13.440826
Fischhausen-Neuhaus,MFIN,8001998,47.706194,11.874134
Fladungen,NFD,8002001,50.519551,10.150691
Flamatt,XSFM,8504103,46.888484544433,7.31956255071774
Flassa,XEFL,7100130
Flaurling,XAFG,8100795
Flechtingen,LFG,8011544,52.347968,11.261352
Fleetmark,LFL,8011545,52.790802,11.378693
Flehingen,RFL,8002005,49.084595,8.782727
Flensburg,AF,8000103,54.774039,9.436526
Flensburg-Weiche,AFW,8070006
Flers,XFFL,8700217
Flieden,FFD,8002010,50.421382,9.576616
Flintbek,AFT,8002011,54.243349,10.062913
Flintsbach,MFLI,8002012,47.724252,12.128024
Flomersheim,RFLO,8002014,49.513958,8.333801
"Floßmühle",DFM,8011548,50.758757,13.181082
"Flughafen Wien",XAWIF,8100353,48.1211401029154,16.5624642326075
Flums,XSFL,8509413,47.0966128467643,9.34791662856585
