CODE POSTAL  VILLE                              CODE PAYS  N° INSEEBUREAU DISTRIBUTEUR
02420        AUBENCHEUL AUX BOIS                100        02030   AUBENCHEUL AUX BOIS
02500        AUBENTON                           100        02031   AUBENTON
02590        AUBIGNY AUX KAISNES                100        02032   AUBIGNY AUX KAISNES
02820        AUBIGNY EN LAONNOIS                100        02033   AUBIGNY EN LAONNOIS
02300        AUDIGNICOURT                       100        02034   AUDIGNICOURT
02120        AUDIGNY                            100        02035   AUDIGNY
02220        AUGY                               100        02036   AUGY
02000        AULNOIS SOUS LAON                  100        02037   AULNOIS SOUS LAON
02360        LES AUTELS                         100        02038   LES AUTELS
02250        AUTREMENCOURT                      100        02039   AUTREMENCOURT
02580        AUTREPPES                          100        02040   AUTREPPES
02300        AUTREVILLE                         100        02041   AUTREVILLE
02400        AZY SUR MARNE                      100        02042   AZY SUR MARNE
02290        BAGNEUX                            100        02043   BAGNEUX
02140        BANCIGNY                           100        02044   BANCIGNY
02160        BARBONVAL                          100        02045   LONGUEVAL BARBONVAL
02000        BARENTON BUGNY                     100        02046   BARENTON BUGNY
02000        BARENTON CEL                       100        02047   BARENTON CEL
02270        BARENTON SUR SERRE                 100        02048   BARENTON SUR SERRE
02700        BARISIS                            100        02049   BARISIS
02170        BARZY EN THIERACHE                 100        02050   BARZY EN THIERACHE
02850        BARZY SUR MARNE                    100        02051   BARZY SUR MARNE
02380        BASSOLES AULERS                    100        02052   BASSOLES AULERS
02330        BAULNE EN BRIE                     100        02053   BAULNE EN BRIE
02220        BAZOCHES SUR VESLES                100        02054   BAZOCHES SUR VESLES
02500        BEAUME                             100        02055   BEAUME
02300        BEAUMONT EN BEINE                  100        02056   BEAUMONT EN BEINE
02110        BEAUREVOIR                         100        02057   BEAUREVOIR
02160        BEAURIEUX                          100        02058   BEAURIEUX
02800        BEAUTOR                            100        02059   BEAUTOR
02590        BEAUVOIS EN VERMANDOIS             100        02060   BEAUVOIS EN VERMANDOIS
02110        BECQUIGNY                          100        02061   BECQUIGNY
02400        BELLEAU                            100        02062   BELLEAU
02420        BELLENGLISE                        100        02063   BELLENGLISE
02200        BELLEU                             100        02064   BELLEU
02420        BELLICOURT                         100        02065   BELLICOURT
02440        BENAY                              100        02066   BENAY
02450        BERGUES SUR SAMBRE                 100        02067   BERGUES SUR SAMBRE
02250        BERLANCOURT                        100        02068   BERLANCOURT
02340        BERLISE                            100        02069   BERLISE
02120        BERNOT                             100        02070   BERNOT
02290        BERNY RIVIERE                      100        02071   BERNY RIVIERE
02820        BERRIEUX                           100        02072   BERRIEUX
02190        BERRY AU BAC                       100        02073   BERRY AU BAC
02800        BERTAUCOURT EPOURDON               100        02074   BERTAUCOURT EPOURDON
02240        BERTHENICOURT                      100        02075   BERTHENICOURT
02190        BERTRICOURT                        100        02076   BERTRICOURT
02200        BERZY LE SEC                       100        02077   BERZY LE SEC
02300        BESME                              100        02078   BESME
02500        BESMONT                            100        02079   BESMONT
02870        BESNY ET LOIZY                     100        02080   BESNY ET LOIZY
02300        BETHANCOURT EN VAUX                100        02081   BETHANCOURT EN VAUX
02210        BEUGNEUX                           100        02082   BEUGNEUX
02130        BEUVARDES                          100        02083   BEUVARDES
02310        BEZU LE GUERY                      100        02084   BEZU LE GUERY
02400        BEZU ST GERMAIN                    100        02085   BEZU ST GERMAIN
02300        BICHANCOURT                        100        02086   BICHANCOURT
02290        BIEUXY                             100        02087   BIEUXY
02860        BIEVRES                            100        02088   BIEVRES
02200        BILLY SUR AISNE                    100        02089   BILLY SUR AISNE
02210        BILLY SUR OURCQ                    100        02090   BILLY SUR OURCQ
02160        BLANZY LES FISMES                  100        02091   BLANZY LES FISMES
02300        BLERANCOURT                        100        02093   BLERANCOURT
02400        BLESMES                            100        02094   BLESMES
02110        BOHAIN EN VERMANDOIS               100        02095   BOHAIN EN VERMANDOIS
02270        BOIS LES PARGNY                    100        02096   BOIS LES PARGNY
02350        BONCOURT                           100        02097   BONCOURT
02400        BONNEIL                            100        02098   BONNEIL
02400        BONNESVALYN                        100        02099   BONNESVALYN
02420        BONY                               100        02100   BONY
02250        BOSMONT SUR SERRE                  100        02101   BOSMONT SUR SERRE
