CODE POSTAL  VILLE                              CODE PAYS  N° INSEEBUREAU DISTRIBUTEUR
19340        EYGURANDE                          100        19080   EYGURANDE
19800        EYREIN                             100        19081   EYREIN
19330        FAVARS                             100        19082   FAVARS
19340        FEYT                               100        19083   FEYT
19380        FORGES                             100        19084   FORGES
19800        GIMEL LES CASCADES                 100        19085   GIMEL LES CASCADES
19430        GOULLES                            100        19086   GOULLES
19170        GOURDON MURAT                      100        19087   GOURDON MURAT
19300        GRANDSAIGNE                        100        19088   GRANDSAIGNE
19320        GROS CHASTANG                      100        19089   GROS CHASTANG
19320        GUMOND                             100        19090   GUMOND
19400        HAUTEFAGE                          100        19091   HAUTEFAGE
19300        LE JARDIN                          100        19092   LE JARDIN
19500        JUGEALS NAZARETH                   100        19093   JUGEALS NAZARETH
19350        JUILLAC                            100        19094   JUILLAC
19170        LACELLE                            100        19095   LACELLE
19150        LADIGNAC SUR RONDELLES             100        19096   LADIGNAC SUR RONDELLES
19320        LAFAGE SUR SOMBRE                  100        19097   LAFAGE SUR SOMBRE
19150        LAGARDE ENVAL                      100        19098   LAGARDE ENVAL
19500        LAGLEYGEOLLE                       100        19099   LAGLEYGEOLLE
19700        LAGRAULIERE                        100        19100   LAGRAULIERE
19150        LAGUENNE                           100        19101   LAGUENNE
19160        LAMAZIERE BASSE                    100        19102   LAMAZIERE BASSE
19340        LAMAZIERE HAUTE                    100        19103   LAMAZIERE HAUTE
19510        LAMONGERIE                         100        19104   LAMONGERIE
19190        LANTEUIL                           100        19105   LANTEUIL
19550        LAPLEAU                            100        19106   LAPLEAU
19600        LARCHE                             100        19107   LARCHE
19340        LAROCHE PRES FEYT                  100        19108   LAROCHE PRES FEYT
19130        LASCAUX                            100        19109   LASCAUX
19160        LATRONCHE                          100        19110   LATRONCHE
19550        LAVAL SUR LUZEGE                   100        19111   LAVAL SUR LUZEGE
19170        LESTARDS                           100        19112   LESTARDS
19440        LIGINIAC                           100        19113   LIGINIAC
19200        LIGNAREIX                          100        19114   LIGNAREIX
19500        LIGNEYRAC                          100        19115   LIGNEYRAC
19120        LIOURDRES                          100        19116   LIOURDRES
19600        LISSAC SUR COUZE                   100        19117   LISSAC SUR COUZE
19470        LE LONZAC                          100        19118   LE LONZAC
19500        LOSTANGES                          100        19119   LOSTANGES
19310        LOUIGNAC                           100        19120   LOUIGNAC
19210        LUBERSAC                           100        19121   LUBERSAC
19470        MADRANGES                          100        19122   MADRANGES
19360        MALEMORT SUR CORREZE               100        19123   MALEMORT SUR CORREZE
19520        MANSAC                             100        19124   MANSAC
19320        MARCILLAC LA CROISILLE             100        19125   MARCILLAC LA CROISILLE
19500        MARCILLAC LA CROZE                 100        19126   MARCILLAC LA CROZE
19150        MARC LA TOUR                       100        19127   MARC LA TOUR
19200        MARGERIDES                         100        19128   MARGERIDES
19510        MASSERET                           100        19129   MASSERET
19250        MAUSSAC                            100        19130   MAUSSAC
19510        MEILHARDS                          100        19131   MEILHARDS
19190        MENOIRE                            100        19132   MENOIRE
19430        MERCOEUR                           100        19133   MERCOEUR
19340        MERLINES                           100        19134   MERLINES
19200        MESTES                             100        19135   MESTES
19250        MEYMAC                             100        19136   MEYMAC
19800        MEYRIGNAC L EGLISE                 100        19137   MEYRIGNAC L EGLISE
19500        MEYSSAC                            100        19138   MEYSSAC
19290        MILLEVACHES                        100        19139   MILLEVACHES
19400        MONCEAUX SUR DORDOGNE              100        19140   MONCEAUX SUR DORDOGNE
19340        MONESTIER MERLINES                 100        19141   MONESTIER MERLINES
19110        MONESTIER PORT DIEU                100        19142   MONESTIER PORT DIEU
19300        MONTAIGNAC ST HIPPOLYTE            100        19143   MONTAIGNAC ST HIPPOLYTE
19210        MONTGIBAUD                         100        19144   MONTGIBAUD
19300        MOUSTIER VENTADOUR                 100        19145   MOUSTIER VENTADOUR
19460        NAVES                              100        19146   NAVES
19600        NESPOULS                           100        19147   NESPOULS
19160        NEUVIC                             100        19148   NEUVIC
19380        NEUVILLE                           100        19149   NEUVILLE
19500        NOAILHAC                           100        19150   NOAILHAC
19600        NOAILLES                           100        19151   NOAILLES
19120        NONARDS                            100        19152   NONARDS
19130        OBJAT                              100        19153   OBJAT
19410        ORGNAC SUR VEZERE                  100        19154   ORGNAC SUR VEZERE
19390        ORLIAC DE BAR                      100        19155   ORLIAC DE BAR
19190        PALAZINGES                         100        19156   PALAZINGES
19160        PALISSE                            100        19157   PALISSE
19150        PANDRIGNES                         100        19158   PANDRIGNES
19300        PERET BEL AIR                      100        19159   PERET BEL AIR
19170        PEROLS SUR VEZERE                  100        19160   PEROLS SUR VEZERE
19310        PERPEZAC LE BLANC                  100        19161   PERPEZAC LE BLANC
19410        PERPEZAC LE NOIR                   100        19162   PERPEZAC LE NOIR
19190        LE PESCHER                         100        19163   LE PESCHER
19290        PEYRELEVADE                        100        19164   PEYRELEVADE
19260        PEYRISSAC                          100        19165   PEYRISSAC
19450        PIERREFITTE                        100        19166   PIERREFITTE
19200        CONFOLENT PORT DIEU                100        19167   CONFOLENT PORT DIEU
19170        PRADINES                           100        19168   PRADINES
19120        PUY D ARNAC                        100        19169   PUY D ARNAC
19120        QUEYSSAC LES VIGNES                100        19170   QUEYSSAC LES VIGNES
19430        REYGADE                            100        19171   REYGADE
19260        RILHAC TREIGNAC                    100        19172   RILHAC TREIGNAC
19220        RILHAC XAINTRIE                    100        19173   RILHAC XAINTRIE
19320        LA ROCHE CANILLAC                  100        19174   LA ROCHE CANILLAC
19440        ROCHE LE PEYROUX                   100        19175   ROCHE LE PEYROUX
19300        ROSIERS D EGLETONS                 100        19176   ROSIERS D EGLETONS
19350        ROSIERS DE JUILLAC                 100        19177   ROSIERS DE JUILLAC
19270        SADROC                             100        19178   SADROC
19500        SAILLAC                            100        19179   SAILLAC
19200        ST ANGEL                           100        19180   ST ANGEL
19390        ST AUGUSTIN                        100        19181   ST AUGUSTIN
19130        ST AULAIRE                         100        19182   ST AULAIRE
19320        ST BAZILE DE LA ROCHE              100        19183   ST BAZILE DE LA ROCHE
19500        ST BAZILE DE MEYSSAC               100        19184   ST BAZILE DE MEYSSAC
19150        ST BONNET AVALOUZE                 100        19185   ST BONNET AVALOUZE
19380        ST BONNET ELVERT                   100        19186   ST BONNET ELVERT
19130        ST BONNET LA RIVIERE               100        19187   ST BONNET LA RIVIERE
19410        ST BONNET L ENFANTIER              100        19188   ST BONNET L ENFANTIER
19430        ST BONNET LES TOURS DE MERLE       100        19189   ST BONNET TOURS DE MERLE
19200        ST BONNET PRES BORT                100        19190   ST BONNET PRES BORT
19600        ST CERNIN DE LARCHE                100        19191   ST CERNIN DE LARCHE
19380        ST CHAMANT                         100        19192   ST CHAMANT
19220        ST CIRGUES LA LOUTRE               100        19193   ST CIRGUES LA LOUTRE
19700        ST CLEMENT                         100        19194   ST CLEMENT
19130        ST CYPRIEN                         100        19195   ST CYPRIEN
19130        ST CYR LA ROCHE                    100        19196   ST CYR LA ROCHE
19200        ST DEZERY                          100        19197   USSEL
19210        ST ELOY LES TUILERIES              100        19198   ST ELOY LES TUILERIES
19200        ST ETIENNE AUX CLOS                100        19199   ST ETIENNE AUX CLOS
19440        ST ETIENNE LA GENESTE              100        19200   ST ETIENNE LA GENESTE
19200        ST EXUPERY LES ROCHES              100        19201   ST EXUPERY LES ROCHES
19270        STE FEREOLE                        100        19202   STE FEREOLE
19490        STE FORTUNADE                      100        19203   STE FORTUNADE
19200        ST FREJOUX                         100        19204   ST FREJOUX
19220        ST GENIEZ O MERLE                  100        19205   ST GENIEZ O MERLE
19290        ST GERMAIN LAVOLPS                 100        19206   ST GERMAIN LAVOLPS
19330        ST GERMAIN LES VERGNES             100        19207   ST GERMAIN LES VERGNES
19550        ST HILAIRE FOISSAC                 100        19208   ST HILAIRE FOISSAC
19170        ST HILAIRE LES COURBES             100        19209   ST HILAIRE LES COURBES
19160        ST HILAIRE LUC                     100        19210   ST HILAIRE LUC
19560        ST HILAIRE PEYROUX                 100        19211   ST HILAIRE PEYROUX
19400        ST HILAIRE TAURIEUX                100        19212   ST HILAIRE TAURIEUX
19700        ST JAL                             100        19213   ST JAL
19220        ST JULIEN AUX BOIS                 100        19214   ST JULIEN AUX BOIS
19430        ST JULIEN LE PELERIN               100        19215   ST JULIEN LE PELERIN
19210        ST JULIEN LE VENDOMOIS             100        19216   ST JULIEN LE VENDOMOIS
19500        ST JULIEN MAUMONT                  100        19217   ST JULIEN MAUMONT
19110        ST JULIEN PRES BORT                100        19218   ST JULIEN PRES BORT
19440        STE MARIE LAPANOUZE                100        19219   STE MARIE LAPANOUZE
19150        ST MARTIAL DE GIMEL                100        19220   ST MARTIAL DE GIMEL
19400        ST MARTIAL ENTRAYGUES              100        19221   ST MARTIAL ENTRAYGUES
19320        ST MARTIN LA MEANNE                100        19222   ST MARTIN LA MEANNE
19210        ST MARTIN SEPERT                   100        19223   ST MARTIN SEPERT
19430        ST MATHURIN LEOBAZEL               100        19224   CAMPS ST MATHURIN LEOBAZEL
19320        ST MERD DE LAPLEAU                 100        19225   ST MERD DE LAPLEAU
19170        ST MERD LES OUSSINES               100        19226   ST MERD LES OUSSINES
19330        ST MEXANT                          100        19227   ST MEXANT
19160        ST PANTALEON DE LAPLEAU            100        19228   ST PANTALEON DE LAPLEAU
19600        ST PANTALEON DE LARCHE             100        19229   ST PANTALEON DE LARCHE
19210        ST PARDOUX CORBIER                 100        19230   ST PARDOUX CORBIER
19320        ST PARDOUX LA CROISILLE            100        19231   ST PARDOUX LA CROISILLE
19200        ST PARDOUX LE NEUF                 100        19232   ST PARDOUX LE NEUF
19200        ST PARDOUX LE VIEUX                100        19233   ST PARDOUX LE VIEUX
19270        ST PARDOUX L ORTIGIER              100        19234   ST PARDOUX L ORTIGIER
19150        ST PAUL                            100        19235   ST PAUL
19800        ST PRIEST DE GIMEL                 100        19236   ST PRIEST DE GIMEL
19220        ST PRIVAT                          100        19237   ST PRIVAT
19290        ST REMY                            100        19238   ST REMY
19310        ST ROBERT                          100        19239   ST ROBERT
19700        ST SALVADOUR                       100        19240   ST SALVADOUR
19290        ST SETIERS                         100        19241   ST SETIERS
19130        ST SOLVE                           100        19242   ST SOLVE
19230        ST SORNIN LAVOLPS                  100        19243   ST SORNIN LAVOLPS
19250        ST SULPICE LES BOIS                100        19244   ST SULPICE LES BOIS
19380        ST SYLVAIN                         100        19245   ST SYLVAIN
19240        ST VIANCE                          100        19246   ST VIANCE
19200        ST VICTOUR                         100        19247   ST VICTOUR
19140        ST YBARD                           100        19248   ST YBARD
19300        ST YRIEIX LE DEJALAT               100        19249   ST YRIEIX LE DEJALAT
19510        SALON LA TOUR                      100        19250   SALON LA TOUR
19800        SARRAN                             100        19251   SARRAN
19110        SARROUX                            100        19252   SARROUX
19310        SEGONZAC                           100        19253   SEGONZAC
19230        SEGUR LE CHATEAU                   100        19254   SEGUR LE CHATEAU
19700        SEILHAC                            100        19255   SEILHAC
19160        SERANDON                           100        19256   SERANDON
19190        SERILHAC                           100        19257   SERILHAC
19220        SERVIERES LE CHATEAU               100        19258   SERVIERES LE CHATEAU
19430        SEXCLES                            100        19259   SEXCLES
19120        SIONIAC                            100        19260   SIONIAC
19290        SORNAC                             100        19261   SORNAC
19370        SOUDAINE LAVINADIERE               100        19262   SOUDAINE LAVINADIERE
19300        SOUDEILLES                         100        19263   SOUDEILLES
19550        SOURSAC                            100        19264   SOURSAC
19170        TARNAC                             100        19265   TARNAC
19200        THALAMY                            100        19266   THALAMY
19200        LA TOURETTE                        100        19267   USSEL
19170        TOY VIAM                           100        19268   TOY VIAM
19260        TREIGNAC                           100        19269   TREIGNAC
19230        TROCHE                             100        19270   TROCHE
19120        TUDEILS                            100        19271   TUDEILS
19000        TULLE                              100        19272   TULLE
19500        TURENNE                            100        19273   TURENNE
19270        USSAC                              100        19274   USSAC
19200        USSEL                              100        19275   USSEL
19140        UZERCHE                            100        19276   UZERCHE
19200        VALIERGUES                         100        19277   VALIERGUES
19240        VARETZ                             100        19278   VARETZ
19130        VARS SUR ROSEIX                    100        19279   VARS SUR ROSEIX
19120        VEGENNES                           100        19280   VEGENNES
19260        VEIX                               100        19281   VEIX
19360        VENARSAL                           100        19282   VENARSAL
19200        VEYRIERES                          100        19283   VEYRIERES
19170        VIAM                               100        19284   VIAM
19410        VIGEOIS                            100        19285   VIGEOIS
19130        VIGNOLS                            100        19286   VIGNOLS
19800        VITRAC SUR MONTANE                 100        19287   VITRAC SUR MONTANE
19130        VOUTEZAC                           100        19288   VOUTEZAC
19310        YSSANDON                           100        19289   YSSANDON
20167        AFA                                100        2A001   AFA
20000        AJACCIO                            100        2A004   AJACCIO
20090        AJACCIO                            100        2A004   AJACCIO
20167        ALATA                              100        2A006   ALATA
20128        ALBITRECCIA                        100        2A008   ALBITRECCIA
20112        ALTAGENE                           100        2A011   ALTAGENE
20151        AMBIEGNA                           100        2A014   AMBIEGNA
20167        APPIETTO                           100        2A017   APPIETTO
20110        ARBELLARA                          100        2A018   ARBELLARA
20160        ARBORI                             100        2A019   ARBORI
20140        ARGIUSTA MORICCIO                  100        2A021   ARGIUSTA MORICCIO
20151        ARRO                               100        2A022   ARRO
20116        AULLENE                            100        2A024   AULLENE
20190        AZILONE AMPAZA                     100        2A026   AZILONE AMPAZA
20121        AZZANA                             100        2A027   AZZANA
20160        BALOGNA                            100        2A028   BALOGNA
20119        BASTELICA                          100        2A031   BASTELICA
20129        BASTELICACCIA                      100        2A032   BASTELICACCIA
20110        BELVEDERE CAMPOMORO                100        2A035   BELVEDERE CAMPOMORO
20100        BILIA                              100        2A038   BILIA
20136        BOCOGNANO                          100        2A040   BOCOGNANO
20169        BONIFACIO                          100        2A041   BONIFACIO
20111        CALCATOGGIO                        100        2A048   CALCATOGGIO
20142        CAMPO                              100        2A056   CAMPO
20151        CANNELLE                           100        2A060   CANNELLE
20170        CARBINI                            100        2A061   CARBINI
20133        CARBUCCIA                          100        2A062   CARBUCCIA
20190        CARDO TORGIA                       100        2A064   CARDO TORGIA
20130        CARGESE                            100        2A065   CARGESE
20164        CARGIACA                           100        2A066   CARGIACA
20111        CASAGLIONE                         100        2A070   CASAGLIONE
20140        CASALABRIVA                        100        2A071   CASALABRIVA
20117        CAURO                              100        2A085   CAURO
20134        CIAMANNACCE                        100        2A089   CIAMANNACCE
20160        COGGIA                             100        2A090   COGGIA
20123        COGNOCOLI MONTICCHI                100        2A091   COGNOCOLI MONTICCHI
20135        CONCA                              100        2A092   CONCA
20168        CORRANO                            100        2A094   CORRANO
20138        COTI CHIAVARI                      100        2A098   COTI CHIAVARI
20148        COZZANO                            100        2A099   COZZANO
20126        CRISTINACCE                        100        2A100   CRISTINACCE
20167        CUTTOLI CORTICCHIATO               100        2A103   CUTTOLI CORTICCHIATO
20117        ECCICA SUARELLA                    100        2A104   ECCICA SUARELLA
20126        EVISA                              100        2A108   EVISA
20114        FIGARI                             100        2A114   FIGARI
20100        FOCE                               100        2A115   FOCE
20190        FORCIOLO                           100        2A117   FORCIOLO
20143        FOZZANO                            100        2A118   FOZZANO
20157        FRASSETO                           100        2A119   FRASSETO
20100        GIUNCHETO                          100        2A127   GIUNCHETO
20100        GRANACE                            100        2A128   GRANACE
20100        GROSSA                             100        2A129   GROSSA
20128        GROSSETO PRUGNA                    100        2A130   GROSSETO PRUGNA
20160        GUAGNO                             100        2A131   GUAGNO
20128        GUARGUALE                          100        2A132   GUARGUALE
20153        GUITERA LES BAINS                  100        2A133   GUITERA LES BAINS
20137        LECCI                              100        2A139   LECCI
20160        LETIA                              100        2A141   LETIA
20170        LEVIE                              100        2A142   LEVIE
20139        LOPIGNA                            100        2A144   LOPIGNA
20165        LORETO DI TALLANO                  100        2A146   LORETO DI TALLANO
20141        MARIGNANA                          100        2A154   MARIGNANA
20112        MELA                               100        2A158   MELA
20140        MOCA CROCE                         100        2A160   MOCA CROCE
20171        MONACIA D AULLENE                  100        2A163   MONACIA D AULLENE
20160        MURZO                              100        2A174   MURZO
20117        OCANA                              100        2A181   OCANA
20140        OLIVESE                            100        2A186   OLIVESE
20113        OLMETO                             100        2A189   OLMETO
20112        OLMICCIA                           100        2A191   OLMICCIA
20125        ORTO                               100        2A196   ORTO
20147        OSANI                              100        2A197   OSANI
20150        OTA                                100        2A198   OTA
20134        PALNECA                            100        2A200   PALNECA
20147        PARTINELLO                         100        2A203   PARTINELLO
20121        PASTRICCIOLA                       100        2A204   PASTRICCIOLA
20167        PERI                               100        2A209   PERI
20140        PETRETO BICCHISANO                 100        2A211   PETRETO BICCHISANO
20115        PIANA                              100        2A212   PIANA
20131        PIANOTOLLI CALDARELLO              100        2A215   PIANOTOLLI CALDARELLO
20166        PIETROSELLA                        100        2A228   PIETROSELLA
20123        PILA CANALE                        100        2A232   PILA CANALE
20125        POGGIOLO                           100        2A240   POGGIOLO
20137        PORTO VECCHIO                      100        2A247   PORTO VECCHIO
20110        PROPRIANO                          100        2A249   PROPRIANO
20142        QUASQUARA                          100        2A253   QUASQUARA
20122        QUENZA                             100        2A254   QUENZA
20160        RENNO                              100        2A258   RENNO
20121        REZZA                              100        2A259   REZZA
20121        ROSAZIA                            100        2A262   ROSAZIA
20121        SALICE                             100        2A266   SALICE
20134        SAMPOLO                            100        2A268   SAMPOLO
20145        SARI SOLENZARA                     100        2A269   SARI SOLENZARA
20151        SARI D ORCINO                      100        2A270   SARI D ORCINO
20167        SARROLA CARCOPINO                  100        2A271   SARROLA CARCOPINO
20100        SARTENE                            100        2A272   SARTENE
20140        SERRA DI FERRO                     100        2A276   SERRA DI FERRO
20127        SERRA DI SCOPAMENE                 100        2A278   SERRA DI SCOPAMENE
20147        SERRIERA                           100        2A279   SERRIERA
20125        SOCCIA                             100        2A282   SOCCIA
20140        SOLLACARO                          100        2A284   SOLLACARO
20152        SORBOLLANO                         100        2A285   SORBOLLANO
20146        SOTTA                              100        2A288   SOTTA
20151        SANT ANDREA D ORCINO               100        2A295   SANT ANDREA D ORCINO
20170        SAN GAVINO DI CARBINI              100        2A300   SAN GAVINO DI CARBINI
20112        STE LUCIE DE TALLANO               100        2A308   STE LUCIE DE TALLANO
20143        SANTA MARIA FIGANIELLA             100        2A310   SANTA MARIA FIGANIELLA
20190        SANTA MARIA SICHE                  100        2A312   SANTA MARIA SICHE
20134        TASSO                              100        2A322   TASSO
20167        TAVACO                             100        2A323   TAVACO
20163        TAVERA                             100        2A324   TAVERA
20100        TIVOLAGGIO                         100        2A325   SARTENE
20117        TOLLA                              100        2A326   TOLLA
20133        UCCIANI                            100        2A330   UCCIANI
20128        URBALACONE                         100        2A331   URBALACONE
20167        VALLE DI MEZZANA                   100        2A336   VALLE DI MEZZANA
20172        VERO                               100        2A345   VERO
20160        VICO                               100        2A348   VICO
20110        VIGGIANELLO                        100        2A349   VIGGIANELLO
20167        VILLANOVA                          100        2A351   VILLANOVA
20116        ZERUBIA                            100        2A357   ZERUBIA
20173        ZEVACO                             100        2A358   ZEVACO
20132        ZICAVO                             100        2A359   ZICAVO
20190        ZIGLIARA                           100        2A360   ZIGLIARA
20124        ZONZA                              100        2A362   ZONZA
20112        ZOZA                               100        2A363   ZOZA
20123        MARATO                             100        2A901   COGNOCOLI MONTICCHI
20150        PORTO                              100        2A902   OTA
20166        PORTICCIO                          100        2A903   PORTICCIO
20167        MEZZAVIA                           100        2A904   MEZZAVIA
20145        SOLENZARA                          100        2A905   SARI SOLENZARA
20144        STE LUCIE DE PORTO VECCHIO         100        2A922   STE LUCIE DE PORTO VECCHIO
20140        PORTO POLLO                        100        2A924   SERRA DI FERRO
20166        BISINAO                            100        2A928   PORTICCIO
20118        SAGONE                             100        2A934   SAGONE
20270        AGHIONE                            100        2B002   AGHIONE
20244        AITI                               100        2B003   AITI
20212        ALANDO                             100        2B005   ALANDO
20224        ALBERTACCE                         100        2B007   ALBERTACCE
20270        ALERIA                             100        2B009   ALERIA
20220        ALGAJOLA                           100        2B010   ALGAJOLA
20270        ALTIANI                            100        2B012   ALTIANI
20212        ALZI                               100        2B013   ALZI
20272        AMPRIANI                           100        2B015   AMPRIANI
20270        ANTISANTI                          100        2B016   ANTISANTI
20220        AREGNO                             100        2B020   AREGNO
20276        ASCO                               100        2B023   ASCO
20225        AVAPESSA                           100        2B025   AVAPESSA
20253        BARBAGGIO                          100        2B029   BARBAGGIO
20228        BARRETTALI                         100        2B030   BARRETTALI
20200        BASTIA                             100        2B033   BASTIA
20600        BASTIA                             100        2B033   BASTIA
20226        BELGODERE                          100        2B034   BELGODERE
20252        BIGORNO                            100        2B036   BIGORNO
20620        BIGUGLIA                           100        2B037   BIGUGLIA
20235        BISINCHI                           100        2B039   BISINCHI
20290        BORGO                              100        2B042   BORGO
20222        BRANDO                             100        2B043   BRANDO
20212        BUSTANICO                          100        2B045   BUSTANICO
20228        CAGNANO                            100        2B046   CAGNANO
20224        CALACUCCIA                         100        2B047   CALACUCCIA
20214        CALENZANA                          100        2B049   CALENZANA
20260        CALVI                              100        2B050   CALVI
20244        CAMBIA                             100        2B051   CAMBIA
20229        CAMPANA                            100        2B052   CAMPANA
20270        CAMPI                              100        2B053   CAMPI
20290        CAMPILE                            100        2B054   CAMPILE
20252        CAMPITELLO                         100        2B055   CAMPITELLO
20230        CANALE DI VERDE                    100        2B057   CANALE DI VERDE
20217        CANARI                             100        2B058   CANARI
20235        CANAVAGGIA                         100        2B059   CANAVAGGIA
20229        CARCHETO BRUSTICO                  100        2B063   CARCHETO BRUSTICO
20229        CARPINETO                          100        2B067   CARPINETO
20244        CARTICASI                          100        2B068   CARTICASI
20237        CASABIANCA                         100        2B069   CASABIANCA
20215        CASALTA                            100        2B072   CASALTA
20224        CASAMACCIOLI                       100        2B073   CASAMACCIOLI
20250        CASANOVA                           100        2B074   CASANOVA
20270        CASEVECCHIE                        100        2B075   CASEVECCHIE
20214        CASSANO                            100        2B076   MONTEGROSSO
20213        CASTELLARE DI CASINCA              100        2B077   CASTELLARE DI CASINCA
20212        CASTELLARE DI MERCURIO             100        2B078   CASTELLARE DI MERCURIO
20235        CASTELLO DI ROSTINO                100        2B079   CASTELLO DI ROSTINO
20218        CASTIFAO                           100        2B080   CASTIFAO
20218        CASTIGLIONE                        100        2B081   CASTIGLIONE
20218        CASTINETA                          100        2B082   CASTINETA
20236        CASTIRLA                           100        2B083   CASTIRLA
20225        CATERI                             100        2B084   CATERI
20238        CENTURI                            100        2B086   CENTURI
20221        CERVIONE                           100        2B087   CERVIONE
20230        CHIATRA DI VERDE                   100        2B088   CHIATRA DI VERDE
20256        CORBARA                            100        2B093   CORBARA
20224        CORSCIA                            100        2B095   CORSCIA
20250        CORTE                              100        2B096   CORTE
20226        COSTA                              100        2B097   COSTA
20237        CROCE                              100        2B101   CROCE
20290        CROCICCHIA                         100        2B102   CROCICCHIA
20212        ERBAJOLO                           100        2B105   ERBAJOLO
20244        ERONE                              100        2B106   ERONE
20275        ERSA                               100        2B107   ERSA
20253        FARINOLE                           100        2B109   FARINOLE
20212        FAVALELLO DE BOZIO                 100        2B110   FAVALELLO DE BOZIO
20234        FELCE                              100        2B111   FELCE
20225        FELICETO                           100        2B112   FELICETO
20237        FICAJA                             100        2B113   FICAJA
20212        FOCICCHIA                          100        2B116   FOCICCHIA
20600        FURIANI                            100        2B120   FURIANI
20245        GALERIA                            100        2B121   GALERIA
20218        GAVIGNANO                          100        2B122   GAVIGNANO
20240        GHISONACCIA                        100        2B123   GHISONACCIA
20227        GHISONI                            100        2B124   GHISONI
20237        GIOCATOJO                          100        2B125   GIOCATOJO
20251        GIUNCAGGIO                         100        2B126   GIUNCAGGIO
20220        L ILE ROUSSE                       100        2B134   L ILE ROUSSE
20243        ISOLACCIO DI FIUMORBO              100        2B135   ISOLACCIO DI FIUMORBO
20218        LAMA                               100        2B136   LAMA
20244        LANO                               100        2B137   LANO
20225        LAVATOGGIO                         100        2B138   LAVATOGGIO
20252        LENTO                              100        2B140   LENTO
20230        LINGUIZZETTA                       100        2B143   LINGUIZZETTA
20215        LORETO DI CASINCA                  100        2B145   LORETO DI CASINCA
20224        LOZZI                              100        2B147   LOZZI
20290        LUCCIANA                           100        2B148   LUCCIANA
20240        LUGO DI NAZZA                      100        2B149   LUGO DI NAZZA
20260        LUMIO                              100        2B150   LUMIO
20228        LURI                               100        2B152   LURI
20245        MANSO                              100        2B153   MANSO
20270        MATRA                              100        2B155   MATRA
20259        MAUSOLEO                           100        2B156   MAUSOLEO
20212        MAZZOLA                            100        2B157   MAZZOLA
20287        MERIA                              100        2B159   MERIA
20270        MOITA                              100        2B161   MOITA
20218        MOLTIFAO                           100        2B162   MOLTIFAO
20229        MONACIA D OREZZA                   100        2B164   MONACIA D OREZZA
20214        MONCALE                            100        2B165   MONCALE
20290        MONTE                              100        2B166   MONTE
20214        MONTEGROSSO                        100        2B167   MONTEGROSSO
20220        MONTICELLO                         100        2B168   MONTICELLO
20218        MOROSAGLIA                         100        2B169   MOROSAGLIA
20238        MORSIGLIA                          100        2B170   MORSIGLIA
20219        MURACCIOLE                         100        2B171   MURACCIOLE
20239        MURATO                             100        2B172   MURATO
20225        MURO                               100        2B173   MURO
20225        NESSA                              100        2B175   NESSA
20229        NOCARIO                            100        2B176   NOCARIO
20219        NOCETA                             100        2B177   NOCETA
20217        NONZA                              100        2B178   NONZA
20234        NOVALE                             100        2B179   NOVALE
20226        NOVELLA                            100        2B180   NOVELLA
20226        OCCHIATANA                         100        2B182   OCCHIATANA
20217        OGLIASTRO                          100        2B183   OGLIASTRO
20217        OLCANI                             100        2B184   OLCANI
20232        OLETTA                             100        2B185   OLETTA
20217        OLMETA DI CAPOCORSO                100        2B187   OLMETA DI CAPOCORSO
20232        OLMETA DI TUDA                     100        2B188   OLMETA DI TUDA
20259        OLMI CAPPELLA                      100        2B190   OLMI CAPPELLA
20290        OLMO                               100        2B192   OLMO
20236        OMESSA                             100        2B193   OMESSA
20234        ORTALE                             100        2B194   ORTALE
20290        ORTIPORIO                          100        2B195   ORTIPORIO
20226        PALASCA                            100        2B199   PALASCA
20251        PANCHERACCIA                       100        2B201   PANCHERACCIA
20229        PARATA                             100        2B202   PARATA
20253        PATRIMONIO                         100        2B205   PATRIMONIO
20290        PENTA ACQUATELLA                   100        2B206   PENTA ACQUATELLA
20213        PENTA DI CASINCA                   100        2B207   PENTA DI CASINCA
20234        PERELLI                            100        2B208   PERELLI
20230        PERO CASEVECCHIE                   100        2B210   PERO CASEVECCHIE
20272        PIANELLO                           100        2B213   PIANELLO
20215        PIANO                              100        2B214   PIANO
20234        PIAZZALI                           100        2B216   PIAZZALI
20229        PIAZZOLE                           100        2B217   PIAZZOLE
20251        PIEDICORTE DI GAGGIO               100        2B218   PIEDICORTE DI GAGGIO
20229        PIEDICROCE                         100        2B219   PIEDICROCE
20218        PIEDIGRIGGIO                       100        2B220   PIEDIGRIGGIO
20229        PIEDIPARTINO                       100        2B221   PIEDIPARTINO
20229        PIE D OREZZA                       100        2B222   PIE D OREZZA
20218        PIETRALBA                          100        2B223   PIETRALBA
20233        PIETRACORBARA                      100        2B224   PIETRACORBARA
20230        PIETRA DI VERDE                    100        2B225   PIETRA DI VERDE
20251        PIETRASERENA                       100        2B226   PIETRASERENA
20234        PIETRICAGGIO                       100        2B227   PIETRICAGGIO
20242        PIETROSO                           100        2B229   PIETROSO
20246        PIEVE                              100        2B230   PIEVE
20220        PIGNA                              100        2B231   PIGNA
20228        PINO                               100        2B233   PINO
20234        PIOBETTA                           100        2B234   PIOBETTA
20259        PIOGGIOLA                          100        2B235   PIOGGIOLA
20240        POGGIO DI NAZZA                    100        2B236   POGGIO DI NAZZA
20250        POGGIO DI VENACO                   100        2B238   POGGIO DI VENACO
20232        POGGIO D OLETTA                    100        2B239   POGGIO D OLETTA
