gene_callers_id	t_superkingdom	t_phylum	t_class	t_order	t_family	t_genus	t_species
NZ_HG326228.1|read5889	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326228.1|read5890	Bacteria						
NZ_HG326228.1|read5891	Bacteria	Firmicutes					
NZ_HG326228.1|read5892	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	
NZ_HG326228.1|read5893	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326228.1|read5894	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5896	Bacteria						
NZ_HG326228.1|read5897	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus lactolyticus
NZ_HG326228.1|read5910	Bacteria	Firmicutes					
NZ_HG326228.1|read5911	Bacteria	Firmicutes					
NZ_HG326228.1|read5917	Bacteria	Firmicutes					
NZ_HG326228.1|read5919	Bacteria						
NZ_HG326228.1|read5925	Bacteria	Firmicutes	Bacilli	Lactobacillales			
NZ_HG326228.1|read5926	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5928	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae		
NZ_HG326228.1|read5929	Bacteria	Firmicutes					
NZ_HG326228.1|read5930	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326228.1|read5931	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326228.1|read5932	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read5997	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326228.1|read5998	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326228.1|read6001	Bacteria	Thermotogae					
NZ_HG326228.1|read6003	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
NZ_HG326228.1|read6004	Bacteria						
NZ_HG326228.1|read6005	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read6006	Bacteria						
NZ_HG326228.1|read6007	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326228.1|read6008	Bacteria						
NZ_HG326228.1|read6009	Bacteria	Firmicutes					
NZ_HG326228.1|read6010	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326228.1|read6011	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	
NZ_HG326228.1|read6012	Bacteria						
NZ_HG326228.1|read6029	Bacteria	Firmicutes					
NZ_HG326228.1|read6030	Bacteria	Firmicutes					
NZ_HG326228.1|read6031	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus anaerobius
NZ_HG326228.1|read6033	Bacteria	Firmicutes					
NZ_HG326228.1|read6036	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	
NZ_HG326228.1|read6039	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus lactaris
NZ_HG326228.1|read6043	Bacteria	Firmicutes					
NZ_HG326228.1|read6045	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326228.1|read6046	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326228.1|read6048	Bacteria	Firmicutes					
NZ_HG326228.1|read6050	Bacteria	Firmicutes	Clostridia				
NZ_HG326228.1|read6051	Bacteria	Firmicutes	Clostridia				
NZ_HG326228.1|read6062	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326228.1|read6086	Bacteria	Firmicutes					
NZ_HG326228.1|read6087	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326228.1|read6090	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326228.1|read6091	Bacteria						
NZ_HG326228.1|read6092	Bacteria	Firmicutes					
NZ_HG326228.1|read6093	Bacteria	Firmicutes	Clostridia				
NZ_HG326228.1|read6099	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326228.1|read6100	Bacteria	Firmicutes					
NZ_HG326228.1|read6101	Bacteria	Firmicutes					
NZ_HG326228.1|read6102	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium	Paeniclostridium sordellii
NZ_HG326228.1|read6103	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia	
NZ_HG326228.1|read6104	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae		
NZ_HG326228.1|read6105	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326228.1|read6106	Bacteria	Firmicutes					
NZ_HG326228.1|read6111	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326228.1|read6112	Bacteria	Firmicutes					
NZ_HG326228.1|read6113	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira pilosicoli
NZ_HG326228.1|read6114	Bacteria						
NZ_HG326228.1|read6119	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read6120	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read6121	Bacteria	Firmicutes					
NZ_HG326228.1|read6123	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
NZ_HG326228.1|read6128	Bacteria	Firmicutes					
NZ_HG326228.1|read6145	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read6149	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus hydrogenalis
NZ_HG326228.1|read6150	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326228.1|read6151	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus hydrogenalis
NZ_HG326228.1|read6153	Bacteria	Firmicutes					
NZ_HG326228.1|read6154	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read6155	Bacteria	Firmicutes					
NZ_HG326228.1|read6156	Bacteria	Firmicutes					
NZ_HG326228.1|read6158	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326228.1|read6160	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326228.1|read6161	Bacteria	Firmicutes					
NZ_HG326228.1|read6163	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326228.1|read6164	Bacteria	Firmicutes					
NZ_HG326228.1|read6167	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326228.1|read6171	Bacteria	Firmicutes					
NZ_HG326228.1|read6172	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc pseudomesenteroides
NZ_HG326228.1|read6173	Bacteria						
NZ_HG326228.1|read6174	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales			
NZ_HG326228.1|read6177							
NZ_HG326228.1|read6178	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae		
NZ_HG326228.1|read6182	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	
NZ_HG326228.1|read6184	Bacteria	Firmicutes					
NZ_HG326228.1|read6185	Bacteria						
NZ_HG326228.1|read6186	Bacteria	Firmicutes					
NZ_HG326228.1|read6188	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae		
NZ_HG326228.1|read6189	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326228.1|read6194	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326228.1|read6195	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	
NZ_HG326228.1|read6201	Bacteria	Firmicutes					
NZ_HG326228.1|read6203	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	
NZ_HG326228.1|read6204	Bacteria	Firmicutes					
NZ_HG326228.1|read6205	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis
NZ_HG326228.1|read6206	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
NZ_HG326228.1|read6221	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326228.1|read6222	Bacteria						
NZ_HG326228.1|read6223	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326228.1|read6228	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema denticola
NZ_HG326228.1|read6230	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia	
NZ_HG326228.1|read6231	Bacteria						
NZ_HG326228.1|read6239	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read6241	Bacteria	Firmicutes					
NZ_HG326228.1|read6242	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326228.1|read6244	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read6249	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326228.1|read6250	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326228.1|read6261	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326228.1|read6262	Bacteria	Firmicutes					
NZ_HG326228.1|read6263	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis		
NZ_HG326228.1|read6264	Bacteria	Firmicutes					
NZ_HG326228.1|read6265	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326228.1|read6267	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Jonquetella	Jonquetella anthropi
NZ_HG326228.1|read6268	Bacteria	Firmicutes					
NZ_HG326228.1|read6270	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326228.1|read6272	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326228.1|read6274	Bacteria	Firmicutes					
NZ_HG326228.1|read6275	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus coagulans
NZ_HG326228.1|read6276	Bacteria	Firmicutes	Bacilli	Bacillales		Exiguobacterium	
NZ_HG326228.1|read6277	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
NZ_HG326228.1|read6278	Bacteria						
NZ_HG326228.1|read6286	Bacteria						
NZ_HG326228.1|read6288	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
NZ_HG326228.1|read6296	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326228.1|read6298	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326228.1|read6321	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326228.1|read6322	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326228.1|read6326	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326228.1|read6327	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read6328	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens
NZ_HG326228.1|read6343	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326228.1|read6344	Bacteria	Firmicutes					
NZ_HG326228.1|read6345	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326228.1|read6346	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326228.1|read6353	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	
NZ_HG326228.1|read6354	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
NZ_HG326228.1|read6355	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
NZ_HG326228.1|read6356	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326228.1|read6357	Bacteria	Firmicutes	Bacilli	Bacillales		Exiguobacterium	
NZ_HG326228.1|read6370	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema denticola
NZ_HG326228.1|read6375	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326228.1|read6376	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326228.1|read6377	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read6378	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326228.1|read6381	Bacteria	Firmicutes					
NZ_HG326228.1|read6382	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
NZ_HG326228.1|read6383	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum
NZ_HG326228.1|read6384	Bacteria	Firmicutes					
NZ_HG326228.1|read6385	Bacteria	Firmicutes					
NZ_HG326228.1|read6386	Bacteria	Firmicutes	Clostridia				
NZ_HG326228.1|read6389	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326228.1|read6391	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
NZ_HG326228.1|read6392	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326228.1|read6393	Bacteria	Firmicutes					
NZ_HG326228.1|read6394	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326228.1|read6395	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326228.1|read6396	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read6397	Bacteria	Firmicutes					
NZ_HG326228.1|read6398	Bacteria	Firmicutes					
NZ_HG326228.1|read6399	Bacteria	Firmicutes					
NZ_HG326228.1|read6400	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326228.1|read6402	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra
NZ_HG326228.1|read6407	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina barkeri
NZ_HG326228.1|read6408	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326228.1|read6416	Bacteria	Firmicutes					
NZ_HG326228.1|read6417	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326228.1|read6418	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	
NZ_HG326228.1|read6419	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326228.1|read6420	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326228.1|read6423	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326228.1|read6424	Bacteria	Firmicutes					
NZ_HG326228.1|read6425	Bacteria	Firmicutes					
NZ_HG326228.1|read6426	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read6427	Bacteria	Firmicutes					
NZ_HG326228.1|read6428	Bacteria	Firmicutes					
NZ_HG326228.1|read6429	Bacteria	Firmicutes	Tissierellia				
NZ_HG326228.1|read6430	Bacteria	Firmicutes					
NZ_HG326228.1|read6431	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae		
NZ_HG326228.1|read6432	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium butyricum
NZ_HG326228.1|read6433	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326228.1|read6434	Bacteria						
NZ_HG326228.1|read6435	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum
NZ_HG326229.1|read6457	Bacteria						
NZ_HG326229.1|read6458	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra
NZ_HG326229.1|read6459	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra
NZ_HG326229.1|read6462	Bacteria						
NZ_HG326229.1|read6463	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326229.1|read6466	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326229.1|read6470	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326229.1|read6471	Bacteria						
NZ_HG326229.1|read6472	Bacteria	Firmicutes					
NZ_HG326229.1|read6473	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326229.1|read6474	Bacteria	Firmicutes	Tissierellia				
NZ_HG326229.1|read6475	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus lactolyticus
NZ_HG326229.1|read6476	Bacteria	Firmicutes					
NZ_HG326229.1|read6477	Bacteria	Firmicutes					
NZ_HG326229.1|read6478	Bacteria	Firmicutes	Tissierellia				
NZ_HG326229.1|read6479	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae		
NZ_HG326229.1|read6480	Bacteria	Firmicutes					
NZ_HG326229.1|read6481	Bacteria	Firmicutes					
NZ_HG326229.1|read6483	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	
NZ_HG326229.1|read6484	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	
NZ_HG326229.1|read6488	Bacteria	Firmicutes					
NZ_HG326229.1|read6501	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	
NZ_HG326229.1|read6502	Bacteria						
NZ_HG326229.1|read6510	Bacteria	Actinobacteria					
NZ_HG326229.1|read6511	Bacteria						
NZ_HG326229.1|read6513	Bacteria	Firmicutes					
NZ_HG326229.1|read6514	Bacteria						
NZ_HG326229.1|read6521	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326229.1|read6529	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326229.1|read6531	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
NZ_HG326229.1|read6535	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326229.1|read6536	Bacteria	Firmicutes	Clostridia				
NZ_HG326229.1|read6537	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326229.1|read6538	Bacteria	Firmicutes					
NZ_HG326229.1|read6539	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326229.1|read6545	Bacteria	Firmicutes					
NZ_HG326229.1|read6546	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326229.1|read6550	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	
NZ_HG326229.1|read6551	Bacteria	Firmicutes	Tissierellia				
NZ_HG326229.1|read6552	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis		
NZ_HG326229.1|read6563	Bacteria	Firmicutes					
NZ_HG326229.1|read6570	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	
NZ_HG326229.1|read6588	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
NZ_HG326229.1|read6589	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
NZ_HG326229.1|read6603	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326229.1|read6616	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
NZ_HG326229.1|read6617	Bacteria						
NZ_HG326229.1|read6620	Bacteria	Firmicutes					
NZ_HG326229.1|read6624	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326229.1|read6625	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326229.1|read6626	Bacteria	Firmicutes					
NZ_HG326229.1|read6627	Bacteria	Firmicutes					
NZ_HG326229.1|read6628	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326229.1|read6629	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326229.1|read6632	Bacteria	Firmicutes					
NZ_HG326229.1|read6633	Bacteria	Firmicutes					
NZ_HG326229.1|read6635	Bacteria	Firmicutes	Tissierellia				
NZ_HG326229.1|read6637	Bacteria	Firmicutes	Tissierellia				
NZ_HG326230.1|read6658	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales			
NZ_HG326230.1|read6663	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326230.1|read6664	Bacteria						
NZ_HG326230.1|read6667	Bacteria						
NZ_HG326230.1|read6681	Bacteria	Firmicutes					
NZ_HG326230.1|read6689	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326230.1|read6690	Bacteria						
NZ_HG326230.1|read6720	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326230.1|read6721	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326230.1|read6723	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326230.1|read6724	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326230.1|read6725	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia	
NZ_HG326230.1|read6726	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326230.1|read6727	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	
NZ_HG326230.1|read6728	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326230.1|read6729	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326230.1|read6730	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	Hungateiclostridium thermocellum
NZ_HG326230.1|read6731	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	
NZ_HG326230.1|read6732	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium acetobutylicum
NZ_HG326230.1|read6733	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326230.1|read6735	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326230.1|read6736	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	
NZ_HG326230.1|read6737	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326230.1|read6738	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	
NZ_HG326230.1|read6739	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326230.1|read6759	Bacteria	Firmicutes	Tissierellia				
NZ_HG326230.1|read6770	Bacteria	Firmicutes					
NZ_HG326230.1|read6772	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Geoglobus	
NZ_HG326230.1|read6774	Bacteria	Firmicutes					
NZ_HG326230.1|read6775	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326230.1|read6777	Bacteria	Firmicutes					
NZ_HG326230.1|read6778	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326230.1|read6779	Bacteria	Firmicutes					
NZ_HG326230.1|read6784	Bacteria						
NZ_HG326230.1|read6785	Bacteria	Firmicutes	Bacilli	Bacillales		Gemella	
NZ_HG326230.1|read6787	Bacteria						
NZ_HG326230.1|read6788	Bacteria						
NZ_HG326230.1|read6794	Bacteria	Firmicutes					
NZ_HG326230.1|read6795	Bacteria	Firmicutes					
NZ_HG326230.1|read6803	Bacteria	Firmicutes					
NZ_HG326230.1|read6804	Bacteria	Firmicutes					
NZ_HG326230.1|read6813	Bacteria	Firmicutes					
